Date Occurred,Victim Sex,Latitude,Longitude,Ethnicity
2012-08-25,F,34.0436,-118.309,Hispanic
2014-07-22,M,33.9806,-118.3236,Other/Unknown
2011-11-11,M,34.0502,-118.2574,Hispanic
2015-07-04,M,34.0889,-118.3363,Hispanic
2016-12-07,F,34.2607,-118.6025,Black
2017-12-01,F,33.9976,-118.467,Hispanic
2017-04-07,F,34.0587,-118.2916,Hispanic
2010-12-17,M,34.2609,-118.6028,Hispanic
2019-04-12,M,34.1855,-118.6146,White
2017-01-20,M,34.2047,-118.5671,Other/Unknown
2017-09-21,M,34.0318,-118.3152,Hispanic
2013-09-15,F,33.9638,-118.2586,Hispanic
2014-04-21,F,34.1609,-118.4923,White
2018-07-31,F,34.271,-118.3973,White
2013-12-14,M,33.982,-118.2564,Hispanic
2013-04-10,M,33.9782,-118.2827,Black
2010-03-07,M,33.9824,-118.298,Black
2016-03-20,M,34.098,-118.3295,Other/Unknown
2011-05-24,M,34.167,-118.4923,White
2010-01-05,M,34.1867,-118.3888,White
2016-03-01,M,34.0401,-118.5606,White
2014-02-26,M,34.1421,-118.3703,White
2012-09-04,M,34.0256,-118.3177,Hispanic
2017-02-13,M,33.9933,-118.2809,Hispanic
2014-02-26,M,34.0327,-118.3054,White
2011-02-18,F,33.9237,-118.2696,Black
2018-08-22,M,34.1867,-118.3965,Hispanic
2014-11-16,F,34.0291,-118.3002,Other/Unknown
2011-07-29,F,34.0057,-118.2521,Hispanic
2015-03-15,M,34.0216,-118.2607,Hispanic
2018-01-25,F,34.2721,-118.4675,Hispanic
2014-10-06,F,34.0601,-118.2761,Hispanic
2014-07-20,F,34.0456,-118.2726,Hispanic
2010-12-21,M,34.1956,-118.6059,Hispanic
2011-07-25,M,33.7509,-118.2879,Hispanic
2012-10-08,M,34.1938,-118.5884,Other/Unknown
2012-11-08,F,34.0243,-118.2198,Hispanic
2010-07-04,M,34.0763,-118.3067,Hispanic
2012-10-03,X,34.1576,-118.438,Other/Unknown
2010-03-26,M,34.0699,-118.3511,Other/Unknown
2015-09-16,M,34.1522,-118.4566,White
2011-06-05,M,34.194,-118.3703,Hispanic
2013-12-30,M,34.0494,-118.2599,Hispanic
2011-03-30,M,34.194,-118.3864,White
2010-11-29,M,34.248,-118.2768,Hispanic
2015-11-04,F,34.2645,-118.6061,Hispanic
2015-02-04,X,34.0712,-118.3091,Other/Unknown
2012-08-16,F,33.7352,-118.2923,White
2010-10-24,M,34.0578,-118.2941,Hispanic
2018-04-10,F,34.201,-118.571,Hispanic
2016-07-27,M,34.0109,-118.3089,Black
2013-10-10,M,34.0327,-118.3133,Hispanic
2013-07-03,M,34.1733,-118.5974,Black
2019-03-02,M,34.043,-118.5078,Hispanic
2011-10-17,M,34.2575,-118.498,White
2019-08-16,M,34.1938,-118.5623,Black
2019-04-04,M,33.9718,-118.2803,Hispanic
2018-10-02,M,34.0835,-118.3091,Hispanic
2016-12-20,M,33.9237,-118.2696,White
2019-08-30,M,33.9957,-118.4786,Hispanic
2013-04-17,M,34.0998,-118.3456,White
2018-11-06,M,34.062,-118.3304,Hispanic
2017-06-10,F,34.1707,-118.6058,Asian
2014-02-13,M,34.2392,-118.4675,White
2012-04-14,F,34.0327,-118.309,Hispanic
2013-10-31,F,34.04,-118.309,Hispanic
2014-08-23,M,34.0513,-118.3655,Hispanic
2016-10-30,M,34.2594,-118.4313,Hispanic
2018-02-14,M,34.2549,-118.5274,Other/Unknown
2012-07-07,M,34.0665,-118.205,Hispanic
2011-03-18,F,33.931,-118.2916,Black
2013-03-08,M,34.1581,-118.496,White
2018-11-30,F,34.2285,-118.5026,White
2017-06-16,F,34.0473,-118.2877,Hispanic
2012-08-14,M,34.0908,-118.3289,White
2012-03-22,M,33.8325,-118.3039,Other/Unknown
2014-05-12,F,34.1688,-118.5011,Black
2017-12-11,F,34.2121,-118.3861,Hispanic
2017-12-14,M,33.9786,-118.2717,Hispanic
2017-07-01,M,34.0146,-118.313,Other/Unknown
2010-11-02,M,34.0365,-118.4441,Other/Unknown
2010-11-15,F,34.2373,-118.4326,Hispanic
2016-09-07,M,34.2796,-118.3046,White
2017-10-05,M,34.1156,-118.2466,White
2017-07-29,F,33.9456,-118.2781,Black
2017-02-22,F,33.9909,-118.3294,Black
2014-04-10,F,34.0594,-118.3783,Other/Unknown
2017-07-04,M,33.7351,-118.2857,White
2019-06-06,F,34.0559,-118.2891,Hispanic
2012-06-04,M,34.0618,-118.2929,Hispanic
2019-10-04,F,33.7895,-118.3043,Hispanic
2011-07-02,M,34.0146,-118.3251,Black
2015-04-05,M,34.2003,-118.4002,Hispanic
2013-03-30,M,33.9819,-118.263,Hispanic
2011-12-29,M,34.1828,-118.6102,Other/Unknown
2017-11-29,F,33.9601,-118.2782,Black
2018-10-23,M,34.1286,-118.3471,Other/Unknown
2011-10-28,M,34.2303,-118.3843,White
2018-11-04,M,34.1687,-118.5952,Other/Unknown
2018-12-12,F,34.1504,-118.434,Other/Unknown
2018-11-24,F,34.2247,-118.4677,Other/Unknown
2019-04-27,M,34.1016,-118.3478,Hispanic
2016-04-16,M,34.2651,-118.582,White
2017-11-09,M,34.0802,-118.1848,Hispanic
2015-11-22,F,34.1829,-118.5975,Hispanic
2017-02-02,F,34.2282,-118.5536,White
2011-07-25,M,33.8989,-118.2844,Hispanic
2018-06-21,M,34.2223,-118.3737,Other/Unknown
2019-10-11,X,34.0646,-118.2372,Other/Unknown
2019-05-01,M,34.2198,-118.4553,Hispanic
2011-06-30,M,34.0545,-118.3031,Asian
2015-10-29,X,34.0669,-118.2892,Other/Unknown
2017-10-05,M,34.0888,-118.2169,Hispanic
2012-06-17,M,33.9602,-118.2651,Other/Unknown
2017-09-25,M,34.0729,-118.2757,Hispanic
2014-09-21,M,34.1831,-118.4203,Hispanic
2017-08-26,F,34.1433,-118.4319,White
2015-10-05,M,34.0944,-118.3386,White
2010-05-08,F,34.0325,-118.3519,Hispanic
2017-12-25,M,34.0037,-118.3078,Black
2014-07-22,F,34.0215,-118.3524,Black
2016-08-19,M,34.0274,-118.4286,Other/Unknown
2010-03-06,F,34.0231,-118.4488,Other/Unknown
2012-09-21,F,34.2355,-118.5885,White
2013-02-12,F,34.1939,-118.5535,Hispanic
2010-01-18,M,34.0011,-118.2827,Black
2019-11-29,F,34.0761,-118.3766,Black
2013-09-30,F,34.2356,-118.472,White
2017-03-04,M,34.2968,-118.4422,Hispanic
2011-07-17,M,34.108,-118.2229,White
2012-09-21,M,34.0617,-118.3144,Asian
2015-05-20,F,34.069,-118.3091,Black
2012-04-08,M,34.3256,-118.4374,Other/Unknown
2018-01-12,M,34.0437,-118.4356,Asian
2018-02-22,M,34.0425,-118.4656,Hispanic
2017-04-02,M,34.0417,-118.5174,White
2019-03-30,M,34.2217,-118.4173,Hispanic
2010-02-19,F,34.3034,-118.4796,Hispanic
2013-07-03,M,34.045,-118.2628,Black
2017-02-11,M,34.0282,-118.3133,Hispanic
2017-10-15,F,34.1685,-118.6058,White
2010-02-07,F,33.9343,-118.2335,Other/Unknown
2017-08-23,F,34.1438,-118.4052,White
2016-10-18,M,34.0763,-118.3135,White
2010-06-26,F,34.1649,-118.3704,Hispanic
2013-04-29,F,34.2217,-118.4328,Other/Unknown
2017-08-05,F,34.0731,-118.3091,Other/Unknown
2012-01-27,M,34.0039,-118.2451,Hispanic
2010-08-11,M,34.0538,-118.2667,White
2016-07-29,M,34.0477,-118.4443,Other/Unknown
2012-01-24,F,34.0327,-118.309,Hispanic
2016-07-20,M,34.0848,-118.2212,White
2017-06-28,F,34.0058,-118.2565,Hispanic
2019-09-09,M,34.1648,-118.5771,White
2011-07-23,M,33.991,-118.4209,Hispanic
2010-07-30,F,34.0572,-118.4856,White
2015-01-28,M,34.0187,-118.2118,Hispanic
2017-08-13,F,34.0251,-118.278,Hispanic
2011-06-17,F,33.9601,-118.2827,Hispanic
2012-03-10,M,34.0086,-118.2474,Hispanic
2018-07-12,M,34.1849,-118.5523,Other/Unknown
2017-08-09,M,34.2199,-118.5885,Other/Unknown
2019-06-10,X,34.1949,-118.4575,Other/Unknown
2012-09-15,M,34.1016,-118.3282,White
2017-03-29,M,33.9312,-118.2695,Hispanic
2015-09-15,M,33.9912,-118.4212,Asian
2018-06-23,F,34.0452,-118.2569,Black
2015-02-02,F,34.0344,-118.3699,Black
2017-03-10,M,34.0084,-118.2565,Hispanic
2016-10-07,F,34.1004,-118.3414,White
2019-04-27,M,34.103,-118.3387,Black
2015-02-22,M,34.2248,-118.4499,Hispanic
2015-09-25,F,33.9829,-118.3338,Hispanic
2015-06-02,X,34.1887,-118.4509,Other/Unknown
2012-06-11,M,34.0782,-118.3614,White
2011-03-08,F,33.7397,-118.2923,Black
2016-06-01,F,34.0313,-118.3946,Hispanic
2019-04-30,M,34.2364,-118.3761,Hispanic
2018-09-27,M,34.2026,-118.6234,White
2017-02-17,X,33.9934,-118.4486,Other/Unknown
2018-07-15,M,34.1288,-118.1939,Hispanic
2017-08-08,M,34.098,-118.3338,White
2014-11-11,M,34.0835,-118.3386,White
2017-08-08,M,34.0462,-118.2628,Other/Unknown
2018-04-15,M,34.2166,-118.3919,Hispanic
2010-11-27,F,34.0111,-118.2827,Hispanic
2011-03-14,M,34.1878,-118.6015,Other/Unknown
2017-02-28,M,34.1042,-118.3383,Hispanic
2017-05-01,F,34.0373,-118.3774,Asian
2018-01-24,F,34.082,-118.2581,Other/Unknown
2015-04-21,M,34.0385,-118.2811,Other/Unknown
2014-06-14,F,34.0624,-118.3521,Black
2010-12-12,M,34.0835,-118.3244,White
2015-11-18,M,34.0691,-118.2916,Asian
2012-03-29,M,34.0606,-118.3534,Asian
2018-12-11,M,34.0167,-118.4382,White
2014-09-21,F,33.9932,-118.3193,Hispanic
2014-08-22,F,34.2121,-118.5099,Other/Unknown
2018-01-22,M,34.0657,-118.268,Hispanic
2010-05-19,M,34.04,-118.3076,Hispanic
2014-09-10,F,34.2573,-118.5798,Other/Unknown
2017-12-02,M,34.263,-118.4336,Hispanic
2017-03-07,M,34.0572,-118.3459,Black
2017-06-15,M,34.2414,-118.5976,Hispanic
2015-11-23,M,34.021,-118.3089,Hispanic
2010-12-02,M,34.0473,-118.2947,Hispanic
2012-06-04,M,34.1939,-118.4662,Other/Unknown
2015-08-29,F,34.0328,-118.2915,Hispanic
2015-07-11,M,33.9873,-118.4403,Other/Unknown
2017-10-06,F,33.9746,-118.3003,Hispanic
2011-11-28,F,34.1794,-118.4137,White
2018-03-08,M,34.1,-118.2804,Other/Unknown
2013-05-09,M,34.0008,-118.4667,Other/Unknown
2011-07-08,F,33.9474,-118.38,Black
2013-12-26,F,33.7895,-118.3043,White
2011-02-04,M,34.1737,-118.5535,Hispanic
2017-03-16,M,34.2476,-118.606,White
2017-12-26,M,34.0861,-118.2431,Hispanic
2010-03-24,F,34.0982,-118.2797,Hispanic
2011-05-22,M,34.1976,-118.4574,Black
2016-06-03,F,33.9761,-118.3732,Black
2017-05-08,M,34.0352,-118.4341,White
2011-12-17,M,34.0799,-118.3091,Hispanic
2017-11-29,M,34.1794,-118.4531,Hispanic
2015-11-04,M,34.2523,-118.291,White
2014-07-18,F,33.8583,-118.2953,Hispanic
2013-06-23,M,34.1907,-118.6234,White
2018-07-05,M,34.1794,-118.4094,Black
2016-10-29,F,34.0036,-118.3319,White
2017-10-21,F,33.7817,-118.2976,Hispanic
2011-09-30,M,34.0327,-118.3113,Black
2016-08-22,M,34.1062,-118.2254,White
2019-09-14,F,33.9455,-118.386,Hispanic
2013-05-19,M,34.0626,-118.2445,White
2017-04-06,M,34.0571,-118.3837,White
2016-08-25,F,33.7908,-118.2708,Hispanic
2016-08-11,M,34.0119,-118.2565,Hispanic
2017-05-14,M,34.1767,-118.379,Other/Unknown
2018-07-10,F,34.2095,-118.5956,Other/Unknown
2012-01-20,F,34.0895,-118.2917,Other/Unknown
2016-11-05,M,34.0389,-118.4613,Other/Unknown
2012-04-13,M,34.0998,-118.3338,Asian
2011-09-27,F,34.0617,-118.3142,Black
2019-12-27,M,33.9295,-118.2543,Hispanic
2013-05-26,F,34.2152,-118.451,Hispanic
2019-06-09,F,34.25,-118.5536,Hispanic
2019-08-24,F,34.1705,-118.5402,Hispanic
2019-01-05,M,34.0588,-118.4439,Asian
2016-01-31,M,34.0924,-118.2514,White
2012-03-04,M,34.1576,-118.4697,White
2012-10-19,F,34.0835,-118.3331,Hispanic
2010-02-27,M,0.0,0.0,Hispanic
2016-08-31,M,33.991,-118.4209,White
2015-11-16,M,34.1303,-118.2167,Other/Unknown
2018-03-26,F,34.2428,-118.4718,Hispanic
2013-05-07,M,34.2437,-118.5536,White
2014-03-23,F,33.7197,-118.2929,White
2012-08-11,M,33.9455,-118.3025,Hispanic
2019-06-29,M,34.2764,-118.4508,Other/Unknown
2017-08-27,X,34.0739,-118.1952,Other/Unknown
2018-10-18,M,33.9575,-118.3916,Other/Unknown
2018-03-17,M,34.0981,-118.2994,White
2011-02-13,F,34.1271,-118.3467,White
2015-07-07,M,34.2184,-118.4547,Hispanic
2015-04-24,F,34.0436,-118.3116,Hispanic
2016-02-19,F,34.0693,-118.351,White
2015-07-22,M,33.7978,-118.2999,Hispanic
2010-10-05,F,34.2012,-118.4749,White
2019-07-13,M,34.0636,-118.2979,Hispanic
2019-09-20,F,34.1538,-118.4662,Hispanic
2013-07-11,F,34.0632,-118.2831,Other/Unknown
2013-05-20,M,34.0231,-118.4488,White
2016-12-24,M,34.0738,-118.2584,White
2016-06-12,F,34.2356,-118.4851,Hispanic
2016-02-15,F,34.203,-118.4837,Hispanic
2015-09-15,F,34.0783,-118.3092,White
2010-07-05,M,34.045,-118.4408,Other/Unknown
2016-05-19,F,34.0381,-118.4329,Other/Unknown
2017-07-29,M,34.1906,-118.5535,White
2014-02-16,M,34.2084,-118.5666,Hispanic
2016-12-29,M,33.9969,-118.4179,Other/Unknown
2013-02-08,M,34.2902,-118.5095,Other/Unknown
2011-06-26,F,34.1672,-118.5336,White
2014-10-20,M,33.9698,-118.2827,Hispanic
2010-03-19,M,34.0442,-118.346,Hispanic
2012-07-05,M,34.2588,-118.4313,Hispanic
2018-09-15,F,33.9745,-118.3309,Black
2013-04-16,F,34.0516,-118.4215,Black
2011-01-20,F,33.9283,-118.2652,Hispanic
2019-04-29,M,34.0908,-118.3157,Other/Unknown
2019-10-08,M,34.1938,-118.5884,Other/Unknown
2018-05-19,F,34.0467,-118.2411,Hispanic
2012-03-10,M,34.1722,-118.3877,White
2010-10-01,M,34.1939,-118.5448,Hispanic
2013-03-20,F,34.0363,-118.2325,Other/Unknown
2018-07-19,M,34.2209,-118.5274,Other/Unknown
2010-03-25,F,34.2285,-118.4939,Hispanic
2017-12-31,M,34.1711,-118.6146,White
2019-08-16,F,34.2246,-118.5349,Other/Unknown
2015-01-26,M,34.0315,-118.2341,Hispanic
2019-03-08,M,34.1802,-118.5475,Other/Unknown
2010-12-26,M,34.0703,-118.268,White
2017-05-04,F,33.931,-118.2826,Hispanic
2013-12-12,F,34.1504,-118.3801,Asian
2011-11-10,M,34.2157,-118.5011,White
2016-05-10,F,34.0509,-118.3021,Hispanic
2010-08-22,M,33.9965,-118.2827,Black
2011-11-18,M,33.7783,-118.2662,Hispanic
2017-07-04,M,34.2499,-118.4524,Black
2010-10-08,M,34.2356,-118.472,Other/Unknown
2010-12-08,M,33.9501,-118.2827,Other/Unknown
2016-12-30,F,34.0327,-118.2683,Black
2012-06-16,M,34.1867,-118.4836,Hispanic
2018-03-10,F,33.9321,-118.2308,Hispanic
2016-09-29,F,34.232,-118.4791,White
2016-03-29,M,34.0508,-118.2842,Other/Unknown
2013-11-13,F,34.2249,-118.3918,Hispanic
2018-03-13,F,34.1688,-118.5361,White
2017-03-02,M,33.9876,-118.4489,White
2013-07-01,M,33.8927,-118.2856,Hispanic
2018-11-09,F,33.9542,-118.2684,Black
2010-08-30,M,33.8315,-118.3038,Hispanic
2011-01-13,F,34.0835,-118.3441,White
2010-07-30,M,34.0507,-118.2776,White
2013-09-21,F,34.0445,-118.1998,Hispanic
2010-04-18,M,34.0132,-118.3457,Black
2016-06-17,F,33.9635,-118.298,Black
2018-01-03,F,34.0549,-118.2778,Hispanic
2012-07-04,M,34.0412,-118.2331,Other/Unknown
2013-02-15,M,34.024,-118.411,White
2018-07-20,M,34.0302,-118.2124,Hispanic
2017-06-29,F,34.2083,-118.5885,Hispanic
2010-09-17,M,34.2214,-118.4749,White
2013-12-19,M,34.1504,-118.3615,Hispanic
2012-12-13,M,33.947,-118.309,Black
2017-05-22,M,34.0762,-118.3408,Other/Unknown
2011-08-17,M,34.1939,-118.5535,White
2013-05-31,M,34.1054,-118.2951,White
2018-06-25,F,34.0479,-118.2612,Hispanic
2016-08-15,F,34.0417,-118.3207,Hispanic
2012-10-21,F,34.0472,-118.309,Other/Unknown
2018-12-11,F,34.2217,-118.4034,Hispanic
2019-01-07,F,34.0111,-118.2774,Black
2012-02-18,M,34.2308,-118.5361,Hispanic
2011-04-03,M,34.0443,-118.2924,Hispanic
2017-01-19,M,33.7817,-118.3041,Other/Unknown
2019-11-12,F,34.2083,-118.6147,Hispanic
2010-07-30,M,34.067,-118.4609,Asian
2015-01-18,M,34.0836,-118.3486,Black
2014-10-05,F,34.0396,-118.5546,Hispanic
2013-02-05,M,34.0553,-118.3953,White
2014-05-20,X,34.0311,-118.3851,Other/Unknown
2014-11-17,M,34.0256,-118.3305,Black
2012-11-16,F,34.0761,-118.3732,White
2018-02-25,M,34.1976,-118.4378,White
2011-05-26,M,34.0181,-118.4345,White
2013-05-02,F,33.9992,-118.3002,Hispanic
2015-11-04,M,34.2247,-118.4553,Other/Unknown
2017-03-20,M,34.0998,-118.3324,White
2012-07-18,M,34.0883,-118.2261,White
2017-10-06,M,34.0225,-118.2523,Hispanic
2018-05-14,M,34.0909,-118.2961,Other/Unknown
2015-08-21,M,34.2289,-118.4503,Hispanic
2012-02-04,M,34.0146,-118.3351,Hispanic
2010-07-14,M,34.0436,-118.3177,White
2015-01-26,M,34.0433,-118.2841,Hispanic
2012-02-02,F,34.063,-118.2727,Asian
2010-06-05,F,34.2575,-118.5023,Hispanic
2011-01-14,M,34.0962,-118.3441,White
2010-05-17,F,34.0324,-118.4537,White
2017-05-20,F,34.2868,-118.4081,Hispanic
2016-09-29,F,34.1866,-118.5273,White
2010-09-29,M,34.2682,-118.4193,Hispanic
2012-07-18,F,33.9824,-118.2801,Black
2012-02-05,M,34.0054,-118.3297,Black
2017-07-31,M,34.2318,-118.4575,Hispanic
2018-11-27,M,34.0009,-118.3294,Hispanic
2016-10-10,M,34.2012,-118.4444,Hispanic
2019-10-11,F,33.9716,-118.3942,Other/Unknown
2018-05-29,F,34.0765,-118.2131,Hispanic
2018-03-31,M,34.1157,-118.2733,Hispanic
2018-07-26,M,34.0896,-118.3114,Hispanic
2018-06-12,F,34.0909,-118.2867,White
2016-05-06,M,34.1827,-118.4444,White
2016-02-19,M,34.022,-118.246,Hispanic
2012-04-25,F,34.1236,-118.3753,Hispanic
2013-03-06,F,34.0215,-118.441,Other/Unknown
2014-02-05,M,34.0919,-118.3077,Hispanic
2013-02-01,M,34.1867,-118.4662,Other/Unknown
2019-02-22,M,34.0348,-118.235,White
2012-01-12,F,34.0934,-118.2974,Other/Unknown
2012-02-23,F,33.9389,-118.239,Hispanic
2013-09-13,M,34.2648,-118.5023,Asian
2014-03-11,F,34.0739,-118.1987,Hispanic
2012-11-14,F,34.1649,-118.3703,White
2010-04-07,F,34.0419,-118.4602,Asian
2011-04-24,F,34.1733,-118.5974,White
2013-03-23,M,33.8245,-118.3038,Hispanic
2012-04-03,M,34.0653,-118.4702,White
2014-05-31,M,33.7913,-118.2408,White
2015-12-13,M,34.1792,-118.6059,Hispanic
2018-03-31,M,34.0981,-118.3092,Hispanic
2017-05-19,M,34.0553,-118.2391,Asian
2018-01-22,M,34.2747,-118.5788,Black
2016-03-16,M,34.0527,-118.3091,Black
2013-04-07,M,34.0835,-118.3266,Black
2017-08-22,F,34.0766,-118.2228,Hispanic
2010-12-15,M,33.9456,-118.2739,White
2011-08-07,M,34.0617,-118.3091,Other/Unknown
2011-06-18,F,34.0527,-118.1969,Hispanic
2014-09-24,M,34.0581,-118.474,White
2016-04-03,M,34.0383,-118.3772,White
2012-11-28,M,34.0613,-118.2352,Asian
2014-01-11,M,34.0444,-118.2628,Other/Unknown
2012-03-17,F,34.2504,-118.5233,Hispanic
2016-02-08,M,34.1708,-118.5273,White
2017-07-08,M,33.7288,-118.2902,White
2018-08-28,M,33.9274,-118.2871,Other/Unknown
2013-09-02,M,33.96,-118.2976,Black
2016-04-04,M,34.2203,-118.5634,Other/Unknown
2012-08-17,M,34.2012,-118.5011,White
2014-06-25,M,34.106,-118.2566,White
2013-06-06,F,34.0949,-118.5111,Hispanic
2015-08-27,M,34.228,-118.5339,Other/Unknown
2016-06-21,M,34.0934,-118.2974,Hispanic
2016-08-02,M,34.0565,-118.4427,White
2018-01-10,M,34.0752,-118.2511,Asian
2017-01-17,M,34.1454,-118.4137,Hispanic
2011-06-29,M,33.7433,-118.2967,White
2011-05-22,F,34.048,-118.3493,Black
2019-04-09,M,34.0618,-118.2941,Hispanic
2011-12-10,M,34.0039,-118.2434,Hispanic
2014-12-29,F,33.9533,-118.2564,White
2019-01-08,M,34.0942,-118.2793,White
2013-04-12,M,33.8409,-118.3066,Hispanic
2016-12-12,M,34.229,-118.447,Hispanic
2010-06-10,M,34.2428,-118.5361,Black
2010-07-19,M,34.2273,-118.4207,Asian
2010-10-17,M,34.0394,-118.348,Other/Unknown
2017-11-15,M,34.1976,-118.4312,White
2012-04-30,F,34.0527,-118.3091,Black
2013-09-09,F,34.0083,-118.3532,Black
2017-12-04,M,33.9993,-118.2499,Black
2017-03-04,M,34.1032,-118.3374,White
2012-08-20,F,34.0806,-118.2176,White
2017-06-25,M,34.2841,-118.5021,Other/Unknown
2013-10-12,M,34.1519,-118.4487,White
2017-11-02,F,34.0436,-118.3116,Black
2010-03-31,M,34.0256,-118.3405,Hispanic
2019-09-28,M,34.011,-118.2565,Hispanic
2015-11-08,M,34.1054,-118.3137,Black
2015-11-16,M,34.0263,-118.2196,Hispanic
2010-12-21,M,34.0509,-118.2533,Hispanic
2013-03-11,M,34.1849,-118.4095,Hispanic
2010-06-11,F,34.3102,-118.4338,Other/Unknown
2010-12-07,X,34.1548,-118.4662,Other/Unknown
2011-06-01,F,34.2573,-118.5273,Hispanic
2017-03-11,F,33.7958,-118.3076,Other/Unknown
2012-12-17,M,34.0618,-118.3215,Hispanic
2016-03-24,F,34.2278,-118.4022,White
2018-03-05,M,34.0765,-118.2868,Asian
2013-04-06,F,34.2282,-118.5885,Hispanic
2010-08-20,M,34.1649,-118.3615,White
2012-09-05,M,34.0145,-118.3045,White
2014-08-15,F,34.0636,-118.2941,Hispanic
2014-01-07,F,34.0888,-118.2212,Hispanic
2018-10-27,F,34.0881,-118.1875,Other/Unknown
2019-02-25,M,34.098,-118.3656,Other/Unknown
2012-11-16,F,34.174,-118.4411,Hispanic
2010-10-20,F,34.1837,-118.5846,White
2012-04-27,M,34.0832,-118.4693,Other/Unknown
2013-07-09,F,34.0389,-118.3791,Hispanic
2017-08-18,M,34.0605,-118.3453,Hispanic
2013-04-26,F,34.23,-118.3666,Other/Unknown
2019-01-16,M,34.0725,-118.2748,White
2012-08-17,M,34.0571,-118.3762,Black
2010-03-06,F,33.9712,-118.263,Hispanic
2013-01-12,M,34.0578,-118.2954,Hispanic
2011-04-26,M,34.1016,-118.3387,White
2018-02-14,M,34.1849,-118.3834,Other/Unknown
2011-11-10,M,34.2649,-118.4238,Hispanic
2011-12-17,F,34.0529,-118.3519,Black
2019-03-17,F,33.96,-118.3025,Black
2013-07-06,M,34.0716,-118.3614,Hispanic
2018-07-20,M,34.0304,-118.5181,Other/Unknown
2018-12-25,M,34.1683,-118.4094,Black
2010-07-18,M,34.1685,-118.4648,White
2011-03-22,M,34.1907,-118.6234,Hispanic
2015-07-08,M,34.0558,-118.3649,Other/Unknown
2014-07-03,M,34.0306,-118.2635,White
2019-12-16,F,34.0371,-118.4432,White
2010-02-21,F,34.0736,-118.3462,White
2017-12-05,M,34.2085,-118.4575,Hispanic
2016-12-12,F,34.1154,-118.4826,White
2016-01-20,M,34.0848,-118.2212,Hispanic
2017-01-05,M,34.0108,-118.3182,Hispanic
2019-09-01,F,34.0219,-118.2571,Hispanic
2013-05-19,M,34.0216,-118.2564,Hispanic
2018-02-03,F,34.1622,-118.4574,White
2015-06-17,F,34.049,-118.2689,Black
2016-02-01,F,34.2696,-118.3595,White
2019-12-16,M,34.0296,-118.2299,Other/Unknown
2016-01-15,F,34.0944,-118.3277,White
2017-11-26,M,34.0716,-118.3614,Black
2015-02-22,F,34.274,-118.4934,Hispanic
2014-12-22,M,34.0463,-118.3432,Black
2011-12-12,M,34.2283,-118.472,Other/Unknown
2017-07-08,M,33.7113,-118.2929,Other/Unknown
2016-10-13,F,34.0762,-118.326,White
2017-12-18,M,34.0326,-118.346,Hispanic
2015-11-17,F,34.2282,-118.5667,Hispanic
2013-09-19,F,34.1867,-118.4662,Other/Unknown
2016-12-27,M,34.1663,-118.5298,Other/Unknown
2016-06-06,M,34.1141,-118.2755,Hispanic
2015-10-10,F,34.1017,-118.3093,Black
2018-08-18,M,34.0109,-118.2915,Hispanic
2015-06-17,M,34.0038,-118.4423,White
2019-07-17,F,34.0285,-118.2391,Hispanic
2013-12-05,F,34.1722,-118.3965,Hispanic
2017-10-13,M,34.0595,-118.3762,White
2010-02-05,F,34.2083,-118.5929,Hispanic
2016-04-23,M,34.2356,-118.4729,Asian
2015-01-30,F,34.0922,-118.2226,Hispanic
2017-08-01,M,33.9601,-118.287,Hispanic
2010-04-28,F,34.0999,-118.3643,White
2010-10-15,F,33.96,-118.3112,Black
2010-04-13,M,34.2645,-118.5886,Other/Unknown
2016-04-09,M,34.2348,-118.2908,Other/Unknown
2017-08-22,F,34.0221,-118.2915,Hispanic
2016-10-12,M,34.0486,-118.3348,Other/Unknown
2018-07-30,F,34.2613,-118.3254,White
2016-01-06,X,34.0398,-118.5608,Other/Unknown
2018-12-12,M,34.0581,-118.3101,White
2014-02-27,M,34.0544,-118.2466,Hispanic
2014-07-02,M,34.2158,-118.3921,Hispanic
2013-09-14,F,34.2248,-118.4499,Hispanic
2014-08-05,F,34.2029,-118.5955,Other/Unknown
2015-05-08,M,34.0628,-118.2811,Asian
2011-05-22,M,34.0409,-118.2574,Hispanic
2015-04-13,F,34.0618,-118.2878,Asian
2017-10-02,M,34.0306,-118.4134,Other/Unknown
2015-04-28,M,34.2083,-118.5798,Hispanic
2014-10-10,M,34.2082,-118.6322,White
2016-10-28,M,34.0338,-118.2054,Other/Unknown
2019-03-08,F,34.0657,-118.4505,White
2015-10-10,M,33.9339,-118.2794,White
2014-07-28,M,34.1256,-118.3788,Black
2010-11-08,F,33.9746,-118.3265,Black
2013-12-31,M,34.1111,-118.1898,Hispanic
2017-05-02,M,34.2598,-118.3223,White
2011-05-30,M,34.1758,-118.3703,Other/Unknown
2012-03-09,F,34.0991,-118.2918,Hispanic
2015-11-16,F,34.0011,-118.274,Hispanic
2010-07-20,M,34.201,-118.6147,Hispanic
2013-07-12,F,33.9805,-118.439,White
2017-09-08,M,34.2012,-118.4924,White
2013-05-06,M,34.0446,-118.2769,Hispanic
2013-10-24,F,34.2012,-118.4313,Hispanic
2011-02-10,F,33.7397,-118.2835,White
2012-07-18,M,34.3103,-118.4467,Hispanic
2017-02-26,M,34.0981,-118.3109,Other/Unknown
2015-04-02,M,34.0061,-118.3078,Hispanic
2013-10-16,F,34.04,-118.4528,White
2016-07-01,F,33.958,-118.2915,Black
