Date Occurred,Victim Sex,Latitude,Longitude,Ethnicity
2018-10-22,M,34.0575,-118.358,Black
2016-04-10,F,33.9893,-118.2674,Hispanic
2015-10-14,F,34.1016,-118.3252,White
2012-10-22,M,34.0759,-118.4555,White
2015-06-01,M,34.1667,-118.5308,Other/Unknown
2011-05-06,F,34.0314,-118.4007,Other/Unknown
2015-02-07,F,34.0493,-118.4364,White
2013-01-19,M,33.8926,-118.2874,White
2015-05-24,F,34.093,-118.1636,Hispanic
2016-08-06,F,34.0596,-118.2749,Asian
2013-12-04,M,34.0759,-118.2778,Other/Unknown
2016-03-15,F,34.1939,-118.4487,Hispanic
2017-06-04,M,34.1374,-118.2941,Hispanic
2014-02-25,M,34.0591,-118.4426,White
2019-01-25,M,34.0589,-118.2323,Black
2017-05-10,M,34.0474,-118.3448,Black
2011-03-06,M,33.9932,-118.2915,Hispanic
2016-03-15,M,34.1684,-118.3855,Other/Unknown
2018-08-16,M,33.96,-118.2959,White
2010-01-08,M,34.0699,-118.2597,White
2015-02-15,F,34.0621,-118.3385,White
2019-02-11,M,34.0579,-118.2711,Hispanic
2016-04-13,M,34.0452,-118.2534,White
2018-10-26,M,34.2215,-118.3671,Hispanic
2017-06-17,M,34.0708,-118.3826,Other/Unknown
2017-10-26,M,34.0119,-118.3516,Black
2010-04-24,M,34.0571,-118.3762,White
2012-01-19,F,34.0788,-118.2196,Other/Unknown
2017-07-13,F,34.0998,-118.3282,White
2016-08-17,M,34.0422,-118.3298,Black
2014-10-29,F,34.0621,-118.3346,Hispanic
2012-12-18,M,33.9348,-118.2652,White
2011-03-18,M,34.0594,-118.4825,White
2017-04-10,M,34.213,-118.3482,White
2013-11-13,F,33.9711,-118.3701,Black
2014-10-13,M,34.1016,-118.3433,White
2011-01-06,M,34.2285,-118.5026,White
2015-01-11,M,33.9619,-118.2739,Hispanic
2015-08-24,F,33.9892,-118.2838,Black
2017-02-08,M,34.2573,-118.5361,Hispanic
2015-09-15,M,34.0114,-118.4197,Other/Unknown
2013-11-10,F,34.0761,-118.3766,Other/Unknown
2015-05-29,F,34.0653,-118.4693,Other/Unknown
2013-09-29,F,33.9443,-118.239,Black
2015-11-02,M,33.7978,-118.283,White
2018-03-24,M,33.9556,-118.2564,Hispanic
2016-06-07,F,34.1538,-118.4574,Other/Unknown
2016-12-02,M,33.7895,-118.3043,Hispanic
2018-03-10,M,34.2598,-118.3281,Other/Unknown
2016-01-10,M,33.9863,-118.2881,Hispanic
2010-09-22,M,34.0418,-118.3848,Hispanic
2010-11-02,M,34.194,-118.4181,Hispanic
2016-12-31,F,34.023,-118.351,Hispanic
2018-03-17,M,34.0442,-118.3586,Hispanic
2015-05-17,M,33.977,-118.2695,Hispanic
2016-09-26,M,34.0059,-118.3393,Black
2016-05-12,M,33.9602,-118.2586,Hispanic
2013-09-28,M,34.0716,-118.3614,Asian
2010-01-05,M,33.7913,-118.2408,White
2018-10-22,F,34.0981,-118.3114,White
2015-09-17,M,34.069,-118.3079,Asian
2012-09-23,F,34.1036,-118.2371,Hispanic
2011-03-16,M,33.9972,-118.4348,Hispanic
2013-11-20,M,34.1649,-118.3825,Other/Unknown
2019-04-26,F,34.2545,-118.2979,Hispanic
2015-11-17,M,34.0527,-118.3101,Hispanic
2019-04-01,M,34.0399,-118.3328,Asian
2012-11-15,M,33.9455,-118.4015,Other/Unknown
2016-03-14,M,33.7876,-118.2471,Hispanic
2011-08-03,M,34.1128,-118.2828,White
2017-12-08,M,34.0108,-118.3193,Hispanic
2019-10-18,X,34.0296,-118.2299,Other/Unknown
2016-02-08,M,34.0762,-118.3522,Hispanic
2019-10-17,M,34.234,-118.3618,White
2014-10-03,M,34.0605,-118.2769,Black
2014-11-03,M,33.9844,-118.2652,Black
2018-09-21,M,34.1939,-118.536,Hispanic
2014-08-24,M,34.0014,-118.4679,White
2012-03-03,F,34.0473,-118.3213,Asian
2014-08-31,F,34.1063,-118.2383,Other/Unknown
2011-03-08,F,34.0183,-118.3556,White
2017-01-05,F,34.1594,-118.3943,Other/Unknown
2011-01-27,F,34.2083,-118.6147,Asian
2014-10-05,M,34.2844,-118.4114,Other/Unknown
2018-06-14,M,34.2707,-118.5345,Asian
2015-07-26,M,33.9583,-118.2605,Hispanic
2012-03-18,M,34.2201,-118.5798,Hispanic
2012-11-24,M,34.0382,-118.2432,Black
2012-01-12,F,33.9788,-118.2652,Black
2018-04-24,M,34.234,-118.5375,Asian
2019-08-13,F,34.1938,-118.6016,White
2011-05-05,M,33.9921,-118.2564,Hispanic
2010-10-11,M,34.1042,-118.3072,White
2011-09-28,F,34.0284,-118.2915,Hispanic
2018-10-18,M,34.084,-118.3547,White
2015-05-16,M,34.2575,-118.5023,White
2010-09-05,M,33.9746,-118.3003,Hispanic
2019-06-29,F,34.1361,-118.215,Hispanic
2013-03-19,F,34.0982,-118.2929,Asian
2012-02-07,M,33.9893,-118.2695,Hispanic
2017-08-19,M,34.0039,-118.2696,Black
2019-01-30,M,34.2645,-118.5412,White
2018-12-08,M,34.0382,-118.284,Hispanic
2018-09-16,M,34.2246,-118.5634,Asian
2017-04-18,M,34.2175,-118.3561,Hispanic
2019-06-21,M,34.0267,-118.3721,Hispanic
2012-04-04,F,34.1867,-118.4052,White
2016-10-09,M,34.1866,-118.5185,White
2010-02-28,F,34.0935,-118.2066,Hispanic
2019-07-03,F,34.0993,-118.3114,Asian
2017-10-14,F,33.9926,-118.4418,Other/Unknown
2012-03-08,M,34.0076,-118.2565,Black
2014-02-21,M,34.1829,-118.6015,White
2012-07-18,M,34.2012,-118.4487,Other/Unknown
2011-03-12,M,34.1585,-118.4127,Other/Unknown
2017-06-09,F,34.0627,-118.2463,Hispanic
2015-08-19,M,33.9905,-118.4478,Other/Unknown
2015-09-01,M,34.0967,-118.4772,Other/Unknown
2016-05-30,M,33.9843,-118.4643,White
2019-01-06,M,34.3014,-118.4742,Other/Unknown
2010-04-11,M,34.1732,-118.6152,White
2016-09-20,F,34.2217,-118.4144,Asian
2017-12-21,M,34.2092,-118.5579,Hispanic
2011-01-30,M,34.1016,-118.3282,Asian
2015-03-29,M,33.7908,-118.2697,Asian
2014-03-05,M,34.1649,-118.4498,White
2011-08-15,M,34.1758,-118.4673,Other/Unknown
2014-07-11,M,34.1434,-118.3975,Other/Unknown
2010-02-08,M,34.0921,-118.5682,Hispanic
2015-12-01,M,34.0477,-118.2072,Hispanic
2018-07-02,M,34.1847,-118.4487,White
2013-01-19,X,34.0368,-118.2173,Other/Unknown
2010-08-20,F,34.2157,-118.5099,Black
2015-01-24,M,34.0328,-118.289,White
2017-03-13,M,34.1635,-118.5977,Other/Unknown
2019-04-01,M,33.9892,-118.2871,Hispanic
2015-05-27,M,34.0623,-118.3483,Black
2017-12-07,M,34.2576,-118.441,Black
2013-08-24,M,33.977,-118.3046,Black
2010-11-07,M,34.2791,-118.465,Hispanic
2010-09-23,M,34.0938,-118.318,Hispanic
2012-05-07,M,33.9748,-118.2652,Black
2018-09-20,F,34.0637,-118.4453,White
2013-04-10,F,34.1839,-118.5448,Hispanic
2018-03-12,F,34.0622,-118.3397,Other/Unknown
2010-10-04,M,33.9747,-118.2739,Hispanic
2019-02-08,F,34.1645,-118.5244,Other/Unknown
2017-10-13,M,34.0481,-118.2507,Other/Unknown
2017-02-06,M,34.279,-118.4589,Other/Unknown
2014-04-29,F,33.9757,-118.3309,Hispanic
2018-07-21,F,33.9855,-118.4373,Black
2017-08-13,F,34.0511,-118.2381,Hispanic
2014-01-06,M,34.1018,-118.3056,Hispanic
2019-09-21,F,34.0867,-118.2917,Hispanic
2014-06-27,M,34.0399,-118.3267,Black
2019-12-03,M,33.9709,-118.3112,Black
2016-03-17,F,33.985,-118.2958,Hispanic
2011-06-14,F,34.0343,-118.4478,Black
2019-12-28,M,33.9747,-118.2739,Hispanic
2011-03-09,F,34.2121,-118.3703,Hispanic
2013-01-18,M,34.1006,-118.3387,White
2016-09-18,F,34.2214,-118.4765,Hispanic
2017-04-03,F,34.1114,-118.4056,White
2017-08-10,M,34.1857,-118.4465,Asian
2016-04-15,F,34.098,-118.3316,White
2014-09-29,M,34.0594,-118.3814,Other/Unknown
2016-08-17,M,34.1939,-118.4444,Other/Unknown
2014-08-27,F,34.0587,-118.2891,Other/Unknown
2018-03-11,M,34.2048,-118.379,Hispanic
2014-01-22,M,34.1728,-118.5578,White
2019-10-09,M,34.1649,-118.379,Hispanic
2017-09-06,M,34.0629,-118.4728,Hispanic
2018-06-26,F,34.054,-118.4636,White
2017-02-19,M,34.097,-118.2307,Hispanic
2019-12-22,F,33.9646,-118.309,Black
2014-12-14,M,34.0076,-118.2653,Hispanic
2018-11-28,F,33.8245,-118.309,Asian
2017-10-26,F,34.0256,-118.3351,Hispanic
2018-07-11,F,34.1675,-118.6188,White
2011-05-10,F,34.0938,-118.2784,White
2011-05-02,M,34.1111,-118.2918,Asian
2019-12-14,M,34.0481,-118.3504,Black
2015-06-01,M,34.0004,-118.4138,Asian
2019-12-30,M,33.9635,-118.298,Hispanic
2015-11-23,F,34.2661,-118.6153,White
2011-09-17,F,34.0468,-118.4473,Other/Unknown
2018-06-11,F,34.2085,-118.3981,Other/Unknown
2010-12-19,F,34.1504,-118.4138,White
2015-01-28,M,34.2554,-118.4241,Hispanic
2016-04-17,X,34.0554,-118.2702,Other/Unknown
2017-09-25,M,34.0436,-118.3201,Other/Unknown
2019-10-23,M,34.1976,-118.4312,Hispanic
2019-09-20,F,33.9751,-118.3743,Asian
2018-06-05,M,34.2012,-118.4225,Other/Unknown
2016-03-26,F,34.1576,-118.44,Other/Unknown
2016-03-27,M,34.2205,-118.5536,White
2016-12-15,X,34.0675,-118.2577,Other/Unknown
2018-08-20,M,33.9747,-118.2783,Hispanic
2019-01-26,F,34.0576,-118.1926,Hispanic
2016-02-18,F,34.2573,-118.5361,White
2014-09-20,F,34.3158,-118.4667,Hispanic
2017-04-10,F,33.96,-118.309,Black
2010-10-19,M,34.2083,-118.6016,Other/Unknown
2013-01-14,M,33.727,-118.288,White
2016-01-22,M,34.2215,-118.4588,Hispanic
2014-11-22,F,34.0596,-118.4446,Other/Unknown
2012-01-08,M,34.0274,-118.284,Hispanic
2011-04-02,F,34.0437,-118.2652,Asian
2018-07-02,F,34.201,-118.571,Hispanic
2019-08-09,M,34.192,-118.4225,Black
2013-07-26,M,34.1915,-118.6133,Hispanic
2014-02-14,M,34.1865,-118.6146,White
2017-05-01,M,34.1189,-118.1741,Hispanic
2015-03-30,F,34.0817,-118.3615,White
2011-07-17,M,34.0835,-118.3091,Hispanic
2016-12-22,F,34.0731,-118.4612,White
2014-04-01,F,34.043,-118.2779,Hispanic
2018-03-03,F,34.011,-118.3351,Black
2017-02-07,F,34.279,-118.4261,Black
2017-04-20,X,34.0997,-118.3361,Other/Unknown
2010-04-27,M,34.1887,-118.4531,Other/Unknown
2015-08-10,F,34.232,-118.5623,Hispanic
2018-10-04,F,34.0441,-118.2853,Hispanic
2016-08-02,F,34.0389,-118.309,Hispanic
2017-02-07,M,34.046,-118.2509,Other/Unknown
2011-10-14,M,33.9905,-118.4478,White
2017-11-28,M,34.2282,-118.5754,Other/Unknown
2017-04-10,F,34.3001,-118.4222,Other/Unknown
2013-09-11,M,34.0597,-118.3053,White
2013-03-10,M,34.1617,-118.5033,Other/Unknown
2015-07-05,M,34.043,-118.5398,White
2016-06-20,M,33.9806,-118.309,Black
2011-05-11,M,34.1053,-118.3224,White
2011-12-30,M,33.791,-118.2917,White
2013-02-21,F,33.7798,-118.2663,Hispanic
2010-08-12,F,34.0165,-118.201,Hispanic
2015-07-17,F,34.2048,-118.379,Hispanic
2018-10-26,M,34.2287,-118.5273,Hispanic
2011-12-09,M,34.0492,-118.4873,White
2012-02-28,M,34.0526,-118.2979,Hispanic
2018-06-13,F,34.1939,-118.4858,Black
2016-03-25,F,33.9601,-118.268,Black
2016-08-19,M,34.1649,-118.4924,Other/Unknown
2019-11-08,F,34.0473,-118.2827,Hispanic
2019-05-18,M,34.0141,-118.277,White
2013-08-14,M,34.1867,-118.4356,Other/Unknown
2015-04-04,M,34.0534,-118.2745,Hispanic
2012-05-04,F,34.0763,-118.3091,White
2010-06-03,M,34.2246,-118.5536,White
2013-12-20,M,34.055,-118.3257,Hispanic
2017-12-01,F,34.1866,-118.5273,Other/Unknown
2017-06-14,M,33.9862,-118.3111,Black
2018-03-04,M,33.9417,-118.3113,Black
2014-12-04,F,34.0082,-118.2696,Hispanic
2019-04-01,M,34.0549,-118.2395,Other/Unknown
2013-08-15,F,34.0594,-118.3772,White
2012-05-17,M,33.7556,-118.2922,Other/Unknown
2010-05-08,M,34.0553,-118.2391,Hispanic
2016-02-20,M,34.1758,-118.4662,Hispanic
2016-05-11,M,34.0407,-118.437,White
2012-11-13,M,34.0037,-118.3294,Black
2013-08-30,M,34.2175,-118.5448,White
2019-12-26,M,34.2095,-118.4309,Other/Unknown
2016-11-26,M,34.1884,-118.5975,Hispanic
2010-05-30,M,34.2471,-118.4482,Hispanic
2017-03-17,M,34.0326,-118.234,Hispanic
2019-06-15,M,34.2248,-118.4852,White
2016-09-23,X,34.2574,-118.4849,Other/Unknown
2013-10-09,F,34.0453,-118.3504,Hispanic
2018-03-10,F,34.0473,-118.27,Other/Unknown
2014-04-25,M,34.1905,-118.6059,Other/Unknown
2018-08-18,F,34.1054,-118.2896,Hispanic
2019-10-09,M,34.2282,-118.6016,Hispanic
2013-11-04,M,34.285,-118.4587,Hispanic
2010-06-11,M,34.0268,-118.266,Hispanic
2011-07-02,M,34.1921,-118.3998,Hispanic
2010-01-04,M,34.2693,-118.5552,Hispanic
2016-09-26,M,33.9977,-118.2565,Hispanic
2010-08-31,M,34.0594,-118.3836,Hispanic
2016-01-05,F,34.1689,-118.377,White
2016-12-26,F,33.9601,-118.287,Hispanic
2017-01-22,M,34.0763,-118.3091,Other/Unknown
2019-08-07,M,34.0453,-118.4189,White
2017-04-02,M,34.0761,-118.3614,Hispanic
2017-02-05,F,34.2215,-118.4553,Other/Unknown
2011-10-31,M,34.0528,-118.373,Hispanic
2018-03-02,M,34.2084,-118.4236,Hispanic
2011-03-06,F,34.1758,-118.4662,Hispanic
2017-07-23,F,34.2552,-118.4371,Hispanic
2017-03-23,M,34.0597,-118.3053,Other/Unknown
2019-02-23,F,34.0962,-118.3441,Hispanic
2011-04-01,F,34.0617,-118.3041,Black
2015-11-23,M,33.9923,-118.2915,Hispanic
2017-02-22,F,33.8794,-118.2837,Hispanic
2017-07-18,M,34.0233,-118.2085,Hispanic
2018-09-18,M,34.0216,-118.3556,Black
2016-09-28,F,34.0602,-118.4465,Hispanic
2017-09-05,F,34.0085,-118.3351,Black
2017-01-29,M,33.9662,-118.2739,Hispanic
2018-01-10,F,34.1467,-118.3964,Other/Unknown
2015-06-10,F,34.0578,-118.2941,Asian
2014-11-03,M,33.9746,-118.3265,Black
2011-07-22,M,34.1649,-118.3615,Hispanic
2019-04-03,F,33.7352,-118.299,White
2019-04-19,M,34.0504,-118.4206,White
2011-12-19,F,34.1938,-118.5884,White
2013-10-21,F,34.3252,-118.5034,Other/Unknown
2018-02-01,F,34.1329,-118.2084,Hispanic
2016-10-03,F,34.2207,-118.5361,Hispanic
2019-10-02,F,34.0654,-118.4292,Other/Unknown
2013-09-22,M,34.0199,-118.3281,Hispanic
2014-04-17,M,34.0523,-118.2823,Black
2018-05-17,M,34.0618,-118.3004,White
2015-08-31,F,33.9793,-118.4138,Other/Unknown
2012-03-13,M,34.2309,-118.3727,Hispanic
2017-08-28,X,34.0852,-118.1739,Other/Unknown
2015-05-29,F,34.1449,-118.4867,White
2010-05-13,F,34.1793,-118.5975,Hispanic
2019-02-01,M,33.9861,-118.2739,Hispanic
2018-08-30,F,34.0856,-118.2599,Other/Unknown
2018-05-01,F,34.0416,-118.244,Other/Unknown
2014-10-13,F,33.9855,-118.2892,Hispanic
2018-07-24,M,34.0618,-118.2916,White
2018-06-23,F,34.04,-118.3697,White
2014-09-15,M,34.059,-118.2164,White
2017-10-17,M,34.1857,-118.4487,White
2013-05-29,F,34.0193,-118.4222,White
2018-10-01,X,33.7905,-118.275,Other/Unknown
2015-02-28,F,34.1813,-118.379,Other/Unknown
2010-10-01,F,34.0477,-118.4443,White
2010-01-02,M,34.1053,-118.3304,White
2018-10-04,M,33.9616,-118.2782,Black
2017-05-09,M,34.1831,-118.4312,Other/Unknown
2016-01-13,M,34.201,-118.6234,White
2019-01-23,M,34.1776,-118.4422,Other/Unknown
2019-11-30,F,33.9943,-118.2701,Hispanic
2016-03-07,M,34.085,-118.187,Hispanic
2019-12-25,M,34.0326,-118.335,Black
2014-03-20,M,34.2332,-118.4459,Other/Unknown
2015-09-10,M,34.2823,-118.5619,Other/Unknown
2017-08-29,M,34.2012,-118.5557,Black
2017-01-04,F,34.194,-118.4247,Other/Unknown
2012-05-21,M,33.7895,-118.2999,Other/Unknown
2014-06-21,M,34.2427,-118.4502,Other/Unknown
2019-12-30,F,34.272,-118.5022,Other/Unknown
2015-04-11,F,34.0853,-118.3765,Other/Unknown
2014-04-14,M,34.0539,-118.3816,White
2010-07-10,M,34.0048,-118.4215,Hispanic
2012-10-06,M,33.8234,-118.3038,Other/Unknown
2018-12-22,M,33.9457,-118.2367,Black
2017-08-31,M,34.0346,-118.2572,Other/Unknown
2011-05-01,M,34.1922,-118.3855,Hispanic
2011-08-07,M,34.069,-118.3091,Asian
2010-11-09,M,33.9873,-118.3177,Hispanic
2012-09-17,M,34.0517,-118.2491,Asian
2017-06-27,M,34.1,-118.2874,Other/Unknown
2019-10-02,F,33.9392,-118.2739,Black
2011-02-13,F,34.0817,-118.3294,Hispanic
2015-02-19,M,34.1652,-118.5272,Other/Unknown
2013-05-28,F,34.2575,-118.5023,Hispanic
2012-07-05,F,34.1866,-118.5535,White
2011-09-21,M,34.0526,-118.3031,Asian
2017-07-26,F,34.0452,-118.419,White
2018-10-21,M,34.2208,-118.5274,White
2015-09-18,F,34.0708,-118.3838,Asian
2017-09-22,M,34.0616,-118.2795,Other/Unknown
2016-06-19,M,34.2085,-118.3965,Hispanic
2011-02-11,F,34.0475,-118.5201,Hispanic
2012-09-14,F,34.2251,-118.377,Hispanic
2016-04-23,M,34.103,-118.3225,Other/Unknown
2017-09-17,F,33.9863,-118.2881,Hispanic
2014-05-25,F,34.0317,-118.417,Black
2012-06-21,M,34.019,-118.2333,Hispanic
2017-08-11,M,33.9903,-118.42,Hispanic
2014-10-06,F,34.1794,-118.4662,White
2015-07-11,M,34.034,-118.2651,Hispanic
2012-09-11,F,34.066,-118.2062,Hispanic
2014-02-11,M,34.2201,-118.5798,Hispanic
2015-05-27,M,34.0445,-118.3764,Asian
2013-06-07,M,33.9651,-118.2783,Black
2010-07-29,M,33.9994,-118.2478,Black
2010-07-31,M,34.2085,-118.4053,Other/Unknown
2017-07-17,M,34.301,-118.4616,Hispanic
2014-12-24,M,34.0981,-118.3032,White
2013-03-12,M,33.9545,-118.3134,Black
2017-10-11,M,33.9648,-118.3903,Hispanic
2014-07-29,F,33.9901,-118.4119,Other/Unknown
2015-03-16,M,33.9599,-118.3805,Black
2019-08-25,M,34.2103,-118.3812,Other/Unknown
2016-03-25,M,34.0981,-118.3616,White
2019-01-31,M,33.9789,-118.2981,Hispanic
2019-10-30,M,34.1867,-118.4356,White
2011-02-05,M,34.0057,-118.274,Hispanic
2018-01-05,M,33.8969,-118.2914,Other/Unknown
2015-08-08,M,34.0616,-118.2586,Hispanic
2014-07-08,M,34.1649,-118.3675,Other/Unknown
2018-07-02,M,34.0237,-118.284,White
2015-11-12,M,33.989,-118.343,Hispanic
2018-12-20,F,33.7919,-118.2441,Hispanic
2015-05-04,F,34.171,-118.5709,White
2016-10-25,M,34.2226,-118.4375,Asian
2011-01-17,M,34.2355,-118.5274,Asian
2010-08-08,M,33.9419,-118.2673,Hispanic
2018-08-17,F,34.0375,-118.4622,Hispanic
2013-01-28,M,34.1866,-118.6428,White
2019-07-16,F,34.1733,-118.5882,Other/Unknown
2012-10-18,M,34.0783,-118.3522,Black
2018-03-07,M,34.0352,-118.284,Hispanic
2016-11-15,M,34.1581,-118.4574,Hispanic
2017-01-05,X,34.0737,-118.2223,Other/Unknown
2012-03-06,F,33.9533,-118.2488,Black
2019-12-28,F,34.1723,-118.5185,Black
2010-11-21,F,34.2768,-118.4334,Hispanic
2014-04-14,F,34.0387,-118.2488,Hispanic
2018-04-19,M,33.737,-118.2879,Hispanic
2016-09-10,F,34.0806,-118.2176,Hispanic
2010-09-01,F,34.204,-118.421,White
2016-02-23,M,33.9832,-118.2652,Asian
2013-05-28,F,34.1973,-118.4116,Black
2018-03-28,M,34.2284,-118.4232,Other/Unknown
2019-07-12,F,33.7477,-118.2929,White
2016-12-24,M,34.1447,-118.4052,Other/Unknown
2011-11-03,F,34.0802,-118.3553,White
2016-01-25,M,34.2865,-118.4161,Other/Unknown
2016-12-22,M,34.2449,-118.5233,Other/Unknown
2012-10-27,M,34.2083,-118.5798,Hispanic
2013-04-25,M,34.0391,-118.2916,Other/Unknown
2016-09-16,M,34.1992,-118.6234,Other/Unknown
2012-10-17,F,34.0958,-118.2806,White
2014-07-09,M,34.25,-118.4675,Black
2018-09-13,M,34.2012,-118.4052,Hispanic
2014-06-18,F,34.0495,-118.4609,White
2016-06-14,M,34.0819,-118.2204,Other/Unknown
2014-01-15,M,34.0443,-118.2916,Hispanic
2014-12-28,F,34.194,-118.379,Hispanic
2014-11-07,M,34.2839,-118.405,Hispanic
2016-05-29,M,33.9899,-118.4638,White
2015-11-15,F,33.9688,-118.2739,Hispanic
2010-09-16,F,34.0907,-118.3428,Asian
2018-10-18,M,34.0675,-118.3741,Hispanic
2015-10-02,M,34.0491,-118.301,Hispanic
2010-08-23,M,34.1042,-118.3383,Asian
2016-06-05,X,34.0014,-118.4679,Other/Unknown
2011-08-05,F,34.1577,-118.3877,White
2014-11-04,M,33.9481,-118.375,White
2017-01-04,F,33.9949,-118.4178,White
2016-12-02,M,34.0173,-118.22,Hispanic
2019-09-10,M,34.26,-118.4305,Other/Unknown
2015-05-03,M,34.1974,-118.5966,Black
2013-08-18,F,34.0312,-118.3909,White
2012-03-15,F,34.1533,-118.4574,Other/Unknown
2011-06-21,M,34.1867,-118.4836,Black
2018-10-18,M,34.01,-118.29,White
2013-04-30,M,34.0907,-118.3363,White
2011-06-22,M,33.9746,-118.309,Black
2016-08-30,F,34.2011,-118.536,Other/Unknown
2011-10-05,F,34.2428,-118.5361,White
2019-04-02,M,34.0711,-118.344,White
2018-01-18,X,33.9691,-118.333,Other/Unknown
2016-01-12,M,34.1121,-118.188,Hispanic
2019-10-03,M,34.3075,-118.4303,Hispanic
2015-10-07,M,34.1976,-118.4662,Other/Unknown
2015-01-03,M,34.1017,-118.3158,Other/Unknown
2016-09-05,F,34.2012,-118.4094,Hispanic
2010-03-21,M,34.2503,-118.5024,Hispanic
2014-12-05,F,34.0545,-118.3101,Other/Unknown
2014-10-29,M,34.1867,-118.3703,Asian
2018-11-16,M,34.0736,-118.217,Black
2019-07-19,M,34.0408,-118.2428,White
2018-03-06,M,34.2469,-118.4195,Hispanic
2019-04-30,M,34.0547,-118.2505,White
2016-12-25,F,34.0237,-118.3002,Hispanic
2014-10-26,M,34.0228,-118.3089,Hispanic
2019-02-13,M,34.0512,-118.2093,White
2015-05-19,M,34.2928,-118.4144,Hispanic
2012-08-09,M,34.3076,-118.4497,Hispanic
2013-11-03,M,34.2246,-118.5976,Hispanic
2019-01-26,F,34.1794,-118.4052,Hispanic
2012-01-22,M,34.245,-118.4502,Hispanic
2010-05-14,F,34.0254,-118.2729,Black
2013-10-04,M,34.1938,-118.6016,Other/Unknown
2016-12-22,F,34.1053,-118.318,White
2012-02-23,F,34.098,-118.3387,White
2017-08-09,M,34.1698,-118.536,Asian
2019-05-16,F,34.031,-118.2586,Hispanic
2011-12-30,M,34.0736,-118.2178,White
2018-04-09,F,33.9891,-118.3126,Black
2019-05-21,M,34.0146,-118.2872,Black
2014-03-15,M,33.9556,-118.2651,Other/Unknown
2019-02-09,F,33.9295,-118.2543,Other/Unknown
2015-11-30,F,33.7947,-118.2975,White
2013-12-01,F,34.2083,-118.606,Hispanic
2011-06-03,M,33.7433,-118.2945,White
2010-08-24,M,34.0534,-118.4613,Other/Unknown
2018-09-26,F,34.0761,-118.3563,Other/Unknown
2012-03-27,F,34.2055,-118.4182,White
2018-09-07,M,34.0526,-118.3021,Other/Unknown
2016-05-13,F,34.0319,-118.2113,Hispanic
2019-11-05,M,34.027,-118.2369,Black
2016-09-19,M,34.0386,-118.4515,Hispanic
2017-04-23,F,34.2468,-118.4016,Hispanic
2015-12-10,F,34.1774,-118.6543,White
2016-09-15,F,34.0617,-118.2363,Hispanic
2019-06-10,F,34.1054,-118.2874,Asian
2011-03-29,F,34.0618,-118.2967,Asian
2016-10-17,M,33.9906,-118.2783,Hispanic
2016-09-30,M,34.2381,-118.4632,Hispanic
2010-08-08,M,34.1017,-118.3093,Asian
2013-11-10,M,34.0369,-118.2915,White
2010-03-03,F,34.0037,-118.3012,Hispanic
2014-07-20,F,34.1412,-118.5827,White
2016-09-10,M,34.0838,-118.3584,White
2012-05-15,F,34.1938,-118.5884,Black
2018-05-06,M,33.9746,-118.309,Other/Unknown
2010-05-05,F,34.0545,-118.3101,White
2016-11-16,F,34.1687,-118.6102,Hispanic
2011-09-17,F,34.2214,-118.4699,Asian
2018-08-24,F,33.9312,-118.2695,Hispanic
2011-01-29,M,34.2536,-118.5623,Other/Unknown
2019-07-09,F,34.1576,-118.4052,Hispanic
2010-04-22,M,34.0623,-118.3462,Hispanic
2016-12-08,M,34.2283,-118.4677,Hispanic
2015-08-02,M,34.25,-118.4675,Hispanic
2013-01-15,M,34.024,-118.346,Black
2010-08-05,M,34.098,-118.347,Hispanic
2019-01-23,F,34.2085,-118.4749,Hispanic
2019-01-20,M,34.0817,-118.3266,Hispanic
2015-02-01,M,34.0514,-118.3479,Hispanic
2019-09-22,F,34.2012,-118.3965,White
2015-10-14,M,33.9551,-118.2782,Hispanic
2010-04-25,M,34.0908,-118.3092,Hispanic
2014-08-03,M,34.0956,-118.3092,Other/Unknown
2019-11-05,M,34.0553,-118.3868,Other/Unknown
2014-12-12,M,34.2012,-118.4662,Hispanic
2011-03-08,X,34.1551,-118.4739,Other/Unknown
2013-09-01,F,34.0327,-118.454,White
2013-04-15,M,34.0889,-118.1624,Asian
2017-09-01,M,33.7978,-118.2975,Hispanic
2012-03-25,F,33.994,-118.4526,Asian
2015-10-19,F,34.0763,-118.3157,White
2011-01-04,F,33.9737,-118.2813,White
2014-03-26,M,34.0781,-118.4689,Hispanic
2016-11-03,F,34.0998,-118.2726,White
2018-09-06,F,34.1576,-118.4225,White
2010-03-06,M,34.0886,-118.3005,Hispanic
2010-12-01,M,33.933,-118.2463,Black
2016-02-25,F,34.0003,-118.2608,Hispanic
2011-11-01,M,34.0485,-118.3392,Hispanic
2012-01-04,F,33.9859,-118.3002,Hispanic
2011-03-21,F,34.0944,-118.319,Hispanic
2017-07-16,M,33.9601,-118.2904,Hispanic
2014-07-17,F,34.0444,-118.3274,Hispanic
2012-04-28,F,34.0245,-118.2143,Hispanic
2010-08-17,M,34.2695,-118.4435,Hispanic
2011-04-19,M,34.0356,-118.449,White
2015-02-22,M,34.3223,-118.4602,Black
2018-02-18,M,34.2355,-118.594,White
2012-10-29,M,34.2615,-118.306,White
2014-02-17,M,33.9892,-118.2871,Hispanic
2013-03-02,M,34.0453,-118.4329,White
2011-04-12,M,34.0282,-118.2749,Black
2015-01-28,F,34.0509,-118.364,Black
2019-10-15,M,34.2826,-118.4212,Hispanic
2011-01-31,F,34.1974,-118.5884,Hispanic
