Date Occurred,Victim Sex,MO Codes,Latitude,Longitude,Ethnicity
2015-03-31,M,3101 3401 3701 3004 3034 3026 3801,34.0567,-118.257,White
2015-12-09,M,3101 3401 3701 3004 3036 3801,34.0445,-118.2523,Hispanic
2015-10-29,M,3101 3401 3701 3004 3030 3801,34.0381,-118.2511,Hispanic
2015-03-09,M,0605 3101 3401 3701 3602 3006 3801,34.0462,-118.2738,Hispanic
2015-02-07,M,3101 3401 3701 3004 3801,34.0682,-118.2609,White
2015-02-23,F,3101 3401 3701 3004 3602 3801,34.0442,-118.2772,Black
2015-04-03,M,3101 3401 3701 3006 3030 3801,34.0738,-118.2741,Hispanic
2015-07-25,M,3101 3401 3701 3004 3801,34.0897,-118.2769,Other/Unknown
2015-05-20,M,3101 3401 3701 3011 3034 3025 3801,34.0597,-118.2795,Hispanic
2015-03-14,M,3101 3401 3701 3006 3025 3801,34.0811,-118.2763,White
2015-04-04,M,3101 3401 3701 3011 3034 3801,34.0535,-118.2609,Other/Unknown
2015-12-07,F,3101 3401 3701 3004 3025 3801,34.0403,-118.2674,Hispanic
2015-11-14,M,3101 3401 3701 3011 3032 3801 3602,34.043,-118.2606,Other/Unknown
2015-02-28,M,3101 3401 3701 3004 3801,34.0836,-118.2868,Hispanic
2015-03-17,M,3101 3401 3701 3011 3034 3025 3801,34.0503,-118.2765,Other/Unknown
2015-06-05,M,3101 3401 3701 3004 3030 3801 3602,34.043,-118.2824,Hispanic
2015-12-12,M,3101 3401 3701 3004 3801,34.0423,-118.2717,White
2015-04-26,M,3101 3401 3701 3006 3602 3801,34.0503,-118.2765,Hispanic
2015-08-12,M,3101 3401 3701 3004 3036 3602 3025 3801,34.08,-118.2881,Hispanic
2015-12-30,M,3101 3401 3701 3006 3801,34.0484,-118.2339,Other/Unknown
2015-03-25,F,3101 3401 3701 3004 3602 3030 3801,34.0909,-118.2878,Hispanic
2015-04-08,M,3101 3401 3701 3006 3030 3801 0605 1402,34.0813,-118.2992,Hispanic
2015-11-08,M,3101 3401 3701 3004 3036 3034 3801 3026,34.0423,-118.2561,Black
2015-02-08,M,3101 3401 3701 3006 3030 3602 3801,34.0606,-118.2672,Hispanic
2015-04-23,M,3101 3401 3701 3006 3602 3801,34.0846,-118.2845,White
2015-08-13,M,3101 3401 3701 3011 3030 3801,34.0649,-118.2741,Hispanic
2015-05-09,M,3101 3401 3701 3004 3801 3602,34.0621,-118.2619,Hispanic
2015-05-20,F,3101 3401 3701 3004 3036 3602 3801,34.0671,-118.2806,Other/Unknown
2015-03-10,M,3101 3401 3701 3004 3029 3026 3801,34.0508,-118.2683,Hispanic
2015-12-18,F,3101 3401 3701 3004 3801,34.0495,-118.2458,Hispanic
2015-02-15,M,3101 3401 3701 3006 3801 3032,34.0682,-118.2609,Hispanic
2015-07-30,M,3101 3401 3701 3004 3026 3801,34.0677,-118.2731,Hispanic
2015-10-27,M,3101 3401 3701 3036 3004 3026 3801,34.0564,-118.2498,Hispanic
2015-11-01,F,3101 3401 3701 3004 3602 3036 3029 3025 3801,34.0449,-118.2528,Hispanic
2015-07-24,M,3101 3401 3701 3004 3602 3801 3026,34.0693,-118.2687,Hispanic
2015-07-03,M,3101 3401 3701 3004 3602 3801 3026,34.0613,-118.2738,Asian
2015-06-30,M,3101 3401 3701 3004 3801,34.0836,-118.2978,Hispanic
2015-02-18,M,3101 3401 3701 3004 3026 3801,34.0695,-118.2768,Other/Unknown
2015-08-13,M,3101 3401 3701 3006 3030 3801,34.063,-118.2727,Hispanic
2015-04-04,M,3101 3401 3701 3004 3030 3801,34.0897,-118.2769,Asian
2015-05-09,M,3101 3401 3701 3006 3801,34.0512,-118.2787,Hispanic
2015-04-07,M,3101 3401 3701 3006 3801,34.0503,-118.2808,Hispanic
2015-02-21,M,3101 3401 3701 3004 3602 3036 3801,34.0909,-118.2917,Hispanic
2015-07-02,M,3101 3401 3701 3006 3030 3602 3801 0605,34.0641,-118.2843,Hispanic
2015-11-20,M,3101 3401 3701 3004 3025 3801,34.0462,-118.2628,Black
2015-11-15,F,3101 3401 3701 3006 3032 3801,34.0415,-118.2654,White
2015-03-22,M,3101 3401 3701 3004 3801 0605,34.0554,-118.2745,Hispanic
2015-11-07,M,3101 3401 3701 3011 3034 3801 3025,34.0568,-118.2426,Hispanic
2015-12-19,M,3101 3401 3701 3006 3030 3801 3026 1501,34.0413,-118.2517,Hispanic
2015-07-06,M,3101 3401 3701 3006 3801,34.0757,-118.2777,Asian
2015-05-09,M,3101 3401 3701 3004 3036 3030 3801,34.0512,-118.2787,Asian
2015-06-04,M,3101 3401 3701 3006 3801,34.062,-118.2596,Hispanic
2015-12-07,M,3101 3401 3701 3011 3801,34.0637,-118.2361,Other/Unknown
2015-12-25,M,3101 3401 3701 3004 3602 3036 3025 3801,34.0413,-118.2579,Hispanic
2015-04-13,M,3101 3401 3701 3011 3030 3801 1402 0907,34.0774,-118.265,Other/Unknown
2015-08-14,F,3101 3401 3701 3003 3024 3801,34.0609,-118.2823,Black
2015-11-29,M,3101 3401 3701 3004 3801,34.0477,-118.2751,Hispanic
2015-11-08,M,1402 3101 3401 3701 3004 3026 3801,34.076,-118.2737,Hispanic
2015-11-24,M,3101 3401 3701 3004 3036 3801,34.0752,-118.2673,White
2015-11-16,M,3101 3401 3701 3004 3036 3801,34.0629,-118.2769,Hispanic
2015-11-11,M,3101 3401 3701 3006 3801,34.0462,-118.2738,Hispanic
2015-11-15,M,3101 3401 3701 3006 3602 3801 3025,34.0407,-118.2773,Hispanic
2015-11-16,F,3101 3401 3701 3006 3801,34.0657,-118.268,Hispanic
2015-10-20,M,3101 3401 3701 3011 3801,34.0758,-118.2565,Hispanic
2015-11-29,M,3101 3401 3701 3801 3004 3602 3026,34.0559,-118.2756,Hispanic
2015-11-08,M,3101 3401 3701 3006 3801,34.0652,-118.2492,Hispanic
2015-11-15,M,3101 3401 3701 3801 3006 3034,34.0819,-118.2734,White
2015-12-02,M,3101 3401 3701 3004 3801 3602,34.0405,-118.2769,Hispanic
2015-09-06,F,3101 3401 3701 3006 3602 3801,34.0529,-118.2733,Black
2015-10-24,M,3101 3401 3701 3006 3602 3026 3801,34.0488,-118.2817,Hispanic
2015-12-16,M,3101 3401 3701 3006 3036 3801,34.0547,-118.2772,Hispanic
2015-09-11,F,3101 3401 3701 3006 3801,34.0836,-118.2845,White
2015-12-09,M,3101 3401 3701 3004 3024 3602 3801,34.0578,-118.2842,Hispanic
2015-10-24,M,3101 3401 3701 3006 3030 3801,34.0851,-118.2881,Hispanic
2015-11-17,M,3101 3401 3701 3011 3036 3801 3602,34.0586,-118.2691,Hispanic
2015-12-21,F,3101 3401 3701 3006 3026 3801,34.0744,-118.2617,Hispanic
2015-10-10,M,3101 3401 3701 3006 3602 3801,34.061,-118.2615,Hispanic
2015-09-10,M,3101 3401 3701 3011 3034 3801,34.0857,-118.2812,Other/Unknown
2015-11-20,M,3101 3401 3701 3008 3025 3602 3801 0605 1300,34.0554,-118.2702,White
2015-12-19,M,3101 3401 3701 3004 3801,34.08,-118.2881,Other/Unknown
2015-09-12,M,3101 3401 3701 3006 3801,34.0549,-118.2778,Hispanic
2015-09-13,M,3101 3401 3701 3004 3801,34.0601,-118.2761,Hispanic
2015-12-18,M,3101 3401 3701 3004 3026 3801,34.0767,-118.2856,Hispanic
2015-11-26,M,3101 3401 3701 3006 3801,34.0539,-118.259,Other/Unknown
2015-12-06,F,3101 3401 3701 3004 3602 3036 3801,34.0613,-118.2738,Hispanic
2015-09-01,M,3101 3401 3701 3011 3801,34.0754,-118.2648,Other/Unknown
2015-03-23,M,3101 3401 3701 3011 3034 3602 3801,34.0791,-118.1624,Other/Unknown
2015-02-27,M,3101 3401 3701 3011 3034 3801,34.0646,-118.1969,Other/Unknown
2015-04-10,F,3101 3401 3701 3011 3030 3801,34.0719,-118.183,White
2015-03-28,M,3101 3401 3701 3006 3030 3801,34.0498,-118.2084,Hispanic
2015-05-01,M,3101 3401 3701 3011 3602 3032 3801,34.0403,-118.193,Hispanic
2015-03-29,F,3101 3401 3701 3006 3801,34.0431,-118.2038,Hispanic
2015-05-24,F,3101 3401 3701 3006 3801 3025,34.0328,-118.2121,Hispanic
2015-05-18,M,3101 3401 3701 3006 3030 3026 3801,34.041,-118.1947,Hispanic
2015-05-09,M,3101 3401 3701 3006 3602 3801,34.0736,-118.217,Hispanic
2015-04-24,M,3101 3401 3701 3004 3025 3036 3801,34.0603,-118.2148,Hispanic
2015-04-01,M,3101 3401 3701 3006 3801,34.0898,-118.2075,Hispanic
2015-04-11,M,3101 3401 3701 3004 3801,34.053,-118.1952,Other/Unknown
2015-02-01,F,3101 3401 3701 3006 3034 3801,34.0445,-118.2025,Hispanic
2015-12-03,M,1402 3101 3401 3701 3004 3036 3034 3801 3026,34.0188,-118.1995,Hispanic
2015-03-20,M,3101 3401 3701 3004 3036 3801,34.035,-118.2153,Hispanic
2015-04-06,M,0605 3101 3401 3701 3004 3801,34.0765,-118.2157,Hispanic
2015-04-25,F,3101 3401 3701 3006 3801,34.0962,-118.1568,Other/Unknown
2015-12-25,M,3101 4003 3037 3035 3004 3028 3801,34.0203,-118.3089,Hispanic
2015-05-29,F,3101 3401 3701 3011 3025 3801,34.0811,-118.1614,Hispanic
2015-01-30,F,3101 3401 3701 3004 3801 3602 3026 0605,34.0452,-118.1994,Hispanic
2015-02-14,M,3101 3401 3701 3011 3034 3801,34.0717,-118.1681,White
2015-04-08,M,3101 3401 3701 3004 3024 3801,34.0427,-118.2237,Hispanic
2015-03-21,F,3101 3401 3701 3006 3801,34.0244,-118.2169,Hispanic
2015-02-11,F,3101 3401 3701 3004 3801,34.0191,-118.199,Hispanic
2015-04-12,M,3101 3401 3701 3011 3034 3801,34.0473,-118.2089,White
2015-02-08,M,3101 3401 3701 3004 3801 3026,34.0765,-118.2157,Hispanic
2015-03-10,F,3101 3401 3701 3004 3025 3801,34.018,-118.2086,Hispanic
2015-05-10,M,3101 3401 3701 3011 3024 3801,34.0717,-118.1681,Other/Unknown
2015-09-14,F,3101 3401 3701 3004 3801,34.0264,-118.2209,Hispanic
2015-10-09,F,3101 3401 3701 3004 3602 3024 3801,34.0863,-118.1842,Hispanic
2015-07-24,M,3101 3401 3701 3006 3801 3036,34.0779,-118.1671,Hispanic
2015-11-28,F,3101 3401 3701 3004 3602 3029 3026 3801,34.0794,-118.1974,Hispanic
2015-12-17,F,0605 3101 3401 3701 3006 3030 3036 3801,34.0591,-118.1965,Hispanic
2015-11-25,F,3101 3401 3701 3004 3801,34.0881,-118.1877,Hispanic
2015-09-01,F,3101 3401 3701 3004 3034 3801 3025,34.0747,-118.1711,Hispanic
2015-09-12,M,3101 3401 3701 3004 3602 3024 3801,34.0327,-118.1979,Hispanic
2015-10-27,F,3101 3401 3701 3004 3602 3025 3801,34.0309,-118.199,Hispanic
2015-07-26,M,3101 3401 3701 3006 3034 3025 3801,34.0479,-118.2223,White
2015-10-24,M,3101 3401 3701 3004 3602 3801,34.0446,-118.2029,Hispanic
2015-08-30,F,3101 3401 3701 3006 3025 3602 3801,34.0888,-118.2065,Hispanic
2015-11-14,F,3101 3401 3701 3004 3036 3026 3801,34.0739,-118.1632,Hispanic
2015-08-13,M,3101 3401 3701 3004 3801,34.0357,-118.2187,Hispanic
2015-06-27,M,3101 3401 3701 3006 3029 3026 3801,34.0831,-118.2086,Hispanic
2015-10-29,M,3101 3401 3701 3004 3026 3002 3801 3602,34.0578,-118.2102,White
2015-09-05,M,3101 3401 3701 3006 3025 3801,34.0902,-118.1664,Hispanic
2015-08-15,F,3101 3401 3701 3006 3030 3801,34.0828,-118.178,Other/Unknown
2015-11-27,M,3101 3401 3701 3004 3026 3801 0605,34.0241,-118.2103,Hispanic
2015-12-29,M,3101 3401 3701 3006 3602 3801,34.0671,-118.1815,Hispanic
2015-10-17,M,3101 3401 3701 3004 3026 3801,34.0592,-118.2,Hispanic
2015-11-12,M,3101 3401 3701 3006 3801 3034 3602,34.0452,-118.1994,White
2015-07-30,M,3101 3401 3701 3006 3602 3025 3801,34.0363,-118.1931,Hispanic
2015-08-03,F,3101 3401 3701 3004 3032 3801,34.0949,-118.1645,Hispanic
2015-09-11,M,3101 3401 3701 3006 3801,34.0452,-118.2041,Hispanic
2015-07-24,F,3101 3401 3701 3801 3006,34.0785,-118.1661,Hispanic
2015-07-29,M,3101 3401 3701 3003 3024 3801,34.0843,-118.178,Hispanic
2015-10-05,M,3101 3401 3701 3011 3025 3801,34.0739,-118.1632,Hispanic
2015-06-27,M,3101 3401 3701 3006 3801,34.0816,-118.2083,Hispanic
2015-07-22,F,3101 3401 3701 3004 3602 3801,34.0695,-118.2155,Hispanic
2015-08-22,M,3101 3401 3701 3006 3030 3801,34.0295,-118.2047,Other/Unknown
2015-08-10,M,3101 3401 3701 3006 3602 3801,34.1029,-118.1883,Hispanic
2015-07-31,F,3101 3401 3701 3006 3025 3801,34.0832,-118.1655,Hispanic
2015-08-24,M,3101 3401 3701 3004 3026 3602 3801,34.0234,-118.2177,Hispanic
2015-12-19,M,3101 3401 3701 3004 3602 3036 3801 0605,34.0243,-118.1931,Hispanic
2015-08-29,M,3101 3401 3701 3004 3025 3036 3801,34.0736,-118.2156,White
2015-08-09,M,3101 3401 3701 3006 3025 3801,34.0738,-118.2027,Hispanic
2015-09-23,F,3101 3401 3701 3006 3801,34.0421,-118.2108,Hispanic
2015-12-29,M,3101 3401 3701 3004 3602 3029 3026 3801,34.0666,-118.1803,Asian
2015-12-04,M,3101 3401 3701 3004 3026 3801,34.0892,-118.1707,Hispanic
2015-11-22,M,3101 3401 3701 3006 3801 3036 0605,34.0175,-118.1975,Hispanic
2015-07-24,F,3101 3401 3701 3801 3004 3026,34.0785,-118.1661,Hispanic
2015-12-05,M,3101 3401 3701 3004 3801 3024,34.0739,-118.1996,Hispanic
2015-07-17,F,3101 3401 3701 3004 3602 3036 3801 3026,34.0522,-118.2019,Hispanic
2015-12-07,M,3101 3401 3701 3006 3030 3801,34.0489,-118.1944,Hispanic
2015-03-27,M,4027 3004 3026 3035 3036 3101 3401 3701 3801,34.1053,-118.3321,Hispanic
2015-01-04,F,4027 3004 3026 3035 3037 3101 3401 3701 3801,34.0444,-118.4566,White
2015-05-30,F,3101 3401 3701 3006 3025 3801,34.0884,-118.2258,Hispanic
2015-06-12,M,3101 3401 3701 3006 3801,34.0813,-118.2679,Hispanic
2015-05-25,M,3101 3401 3701 3006 3032 3801,34.0724,-118.247,Hispanic
2015-05-03,M,3101 3401 3701 3006 3026 3602 3801,34.1132,-118.2365,Hispanic
2015-05-11,M,3101 3401 3701 3002 3004 3030 3034 3801,34.127,-118.2207,Other/Unknown
2015-03-22,F,3101 3401 3701 3004 3801,34.1136,-118.252,Hispanic
2015-01-29,F,3101 3401 3701 3004 3029 3025 3036 3801,34.1047,-118.238,White
2015-06-06,M,3101 3401 3701 3006 3034 3801,34.1147,-118.2593,Hispanic
2015-03-01,F,3101 3401 3701 3801 3011 3602 3025 3032,34.091,-118.2234,Hispanic
2015-06-08,M,3101 3401 3701 3011 3034 3025 3801,34.1218,-118.2252,Other/Unknown
2015-03-29,M,3101 3401 3701 3006 3030 3801,34.0989,-118.2739,White
2015-05-28,M,3101 3401 3701 3004 3602 3801 3026,34.1221,-118.27,White
2015-02-15,M,3101 3401 3701 3006 3030 3034 3801,34.1069,-118.1923,Other/Unknown
2015-06-07,M,3101 3401 3701 3011 3034 3025 3801,34.1155,-118.2358,Other/Unknown
2015-02-06,M,3101 3401 3701 3006 3030 3801,34.0931,-118.2496,White
2015-06-10,M,3101 3401 3701 3006 3034 3801,34.0878,-118.2442,White
2015-04-04,M,3101 3401 3701 3006 3801,34.1008,-118.2668,Hispanic
2015-05-30,M,3101 3401 3701 3006 3801,34.118,-118.2184,Hispanic
2015-06-14,M,3101 3401 3701 3006 3801,34.1113,-118.2337,Hispanic
2015-05-29,F,3101 3401 3701 3006 3025 3034 3801,34.0932,-118.2115,Hispanic
2015-05-25,M,3101 3401 3701 3004 3801 3036,34.1085,-118.2011,Hispanic
2015-11-16,M,3101 3401 3701 3004 3030 3801,34.1174,-118.1861,White
2015-04-25,M,3101 3401 3701 3011 3025 3801,34.0977,-118.2333,Hispanic
2015-05-31,M,3101 3401 3701 3006 3025 3801,34.0981,-118.2972,Hispanic
2015-03-20,M,3101 3401 3701 3006 3030 3602 3801,34.1245,-118.2666,White
2015-03-28,F,3011 3801 3026 3602 3101 3401 3701,34.0932,-118.2939,Hispanic
2015-03-07,M,3101 3401 3701 3004 3027 3034 3801,34.0988,-118.2062,Other/Unknown
2015-03-08,M,3101 3401 3701 3006 3801,34.0962,-118.2293,Hispanic
2015-05-31,M,3101 3401 3701 3011 3034 3801,34.0907,-118.2556,White
2015-01-29,M,3101 3401 3701 3006 3030 3801,34.1131,-118.2411,Other/Unknown
2015-05-15,M,3101 3401 3701 3006 3030 3801,34.1078,-118.2376,Hispanic
2015-09-20,M,3101 3401 3701 3004 3602 3025 3801,33.9892,-118.2761,Hispanic
2015-08-05,M,3101 3401 3701 3004 3801,34.0915,-118.2094,Hispanic
2015-10-30,M,3101 3401 3701 3013 3801 3025,34.0953,-118.2994,Other/Unknown
2015-12-27,F,1402 3101 3401 3701 3006 3025 3602 3801 3030,34.1134,-118.2609,Other/Unknown
2015-08-12,M,3101 3401 3701 3006 3025 3801,34.0981,-118.2054,White
2015-12-05,M,3101 3401 3701 3011 3026 3801,34.131,-118.2183,Hispanic
2015-09-09,M,3101 3401 3701 3006 3801,34.104,-118.1971,White
2015-07-21,M,3101 3401 3701 3004 3801 3029 3026,34.1164,-118.1852,Other/Unknown
2015-10-22,M,3101 3401 3701 3004 3602 3801,34.1032,-118.1958,Hispanic
2015-11-10,F,3101 3401 3701 3004 3801,34.0835,-118.26,Asian
2015-10-07,M,3101 3401 3701 3004 3801 3036,34.0958,-118.2862,White
2015-12-25,F,3101 3401 3701 3004 3026 3801,34.1176,-118.2612,Asian
2015-09-18,M,3101 3401 3701 3006 3030 3034 3801,34.0832,-118.2572,White
2015-11-01,M,3101 3401 3701 3011 3036 3801 1402,34.1442,-118.218,Hispanic
2015-12-19,M,4025 3101 3401 3701 3011 3034 3801,34.1096,-118.2383,White
2015-07-21,M,3101 3401 3701 3011 3036 3801 3025,34.1155,-118.1843,White
2015-12-07,M,3101 3401 3701 3004 3801,34.1391,-118.2141,Hispanic
2015-07-05,M,3101 3401 3701 3011 3034 3801 3025,34.1003,-118.261,White
2015-07-09,M,3101 3401 3701 3004 3036 3801,34.105,-118.2381,Hispanic
2015-08-29,M,3101 3401 3701 3006 3026 3801,34.0835,-118.26,Hispanic
2015-09-11,M,3101 3401 3701 3006 3030 3801 1402,34.1051,-118.2107,White
2015-08-27,M,1501 3101 3401 3701 3006 3025 3801,34.0885,-118.2714,Other/Unknown
2015-09-14,F,3101 3401 3701 3006 3801,34.0935,-118.2878,Hispanic
2015-11-17,M,3101 3401 3701 3004 3036 3801,34.0982,-118.2862,Other/Unknown
2015-10-04,M,3101 3401 3701 3011 3032 3801,34.1215,-118.2069,Other/Unknown
2015-08-13,M,3101 3401 3701 3011 3801,34.1374,-118.2941,White
2015-11-15,F,3101 3401 3701 3004 3602 3801,34.0884,-118.2258,Hispanic
2015-07-24,M,3101 3401 3701 3006 3602 3801,34.1155,-118.2073,Hispanic
2015-09-08,M,3101 3401 3701 3006 3801,34.1092,-118.1998,Other/Unknown
2015-10-04,M,3101 3401 3701 3006 3801,34.1033,-118.2376,Hispanic
2015-12-07,M,3101 3401 3701 3006 3801 1501,34.1411,-118.214,Hispanic
2015-12-02,M,3101 3401 3701 3011 3034 3801,34.1374,-118.1897,Other/Unknown
2015-08-23,M,3101 3401 3701 3004 3026 3029 3801,34.0947,-118.2877,Hispanic
2015-09-12,M,3101 3401 3701 3004 3030 3801,34.1189,-118.1789,White
2015-10-06,M,3101 3401 3701 3011 3025 3801 1402,34.0856,-118.2599,White
2015-08-19,F,3101 3401 3701 3004 3801 3026,34.0956,-118.2918,Other/Unknown
2015-07-25,F,3101 3401 3701 3006 3801,34.0791,-118.2626,Other/Unknown
2015-09-05,M,3101 3401 3701 3004 3801 3602,34.1063,-118.1995,Hispanic
2015-07-31,M,3101 3401 3701 3602 3006 3030 3801,34.1065,-118.1878,Hispanic
2015-11-14,M,3101 3401 3701 3011 3801,34.1176,-118.2612,Other/Unknown
2015-07-11,M,3101 3401 3701 3006 3801,34.0885,-118.2156,Hispanic
2015-09-18,F,3101 3401 3701 3004 3036 3029 3026 3801,34.1154,-118.1809,Hispanic
2015-12-27,M,3101 3401 3701 3006 3801,34.1338,-118.1994,Hispanic
2015-12-14,M,3101 3401 3701 3006 3030 3801,34.1199,-118.2431,Other/Unknown
2015-10-14,M,3101 3401 3701 3006 3602 3801,34.1059,-118.2319,Hispanic
2015-08-30,F,3101 3401 3701 3004 3026 3036 3801,34.1092,-118.2714,Other/Unknown
2015-09-13,F,3101 3401 3701 3004 3801,34.0989,-118.2739,White
2015-12-27,F,3101 3401 3701 3006 3025 3801,34.0775,-118.2653,Hispanic
2015-07-13,M,3101 3401 3701 3004 3036 3025 3801,34.08,-118.2698,White
2015-10-04,F,3004 3006 3101 3401 3701 3801,34.0982,-118.283,Other/Unknown
2015-12-11,M,1501 3101 3401 3701 3004 3801,34.1349,-118.1911,Hispanic
2015-08-30,M,3101 3401 3701 3006 3025 3602 3801,34.1203,-118.2384,Hispanic
2015-09-18,F,3101 3401 3701 3004 3602 3801 3026,34.1201,-118.1781,Hispanic
2015-11-27,M,3101 3401 3701 3801 3004,34.1391,-118.2141,Hispanic
2015-11-17,M,3101 3401 3701 3004 3801,34.108,-118.2719,Asian
2015-10-25,M,3101 3401 3701 3004 3602 3801,34.0908,-118.2669,White
2015-10-25,F,3101 3401 3701 3006 3801,34.0852,-118.2495,Hispanic
2015-09-13,M,3101 3401 3701 3004 3801,34.0958,-118.2772,Hispanic
2015-08-04,M,3101 3401 3701 3011 3025 3034 3801,34.1278,-118.1929,White
2015-12-26,M,3101 3401 3701 3011 3025 3602 3801,34.1139,-118.277,Other/Unknown
2015-09-08,M,3101 3401 3701 3006 3030 3801,34.1267,-118.2027,White
2015-07-25,M,3101 3401 3701 3004 3026 3801,34.125,-118.2656,White
2015-03-10,F,3101 3401 3701 3006 3036 3801,34.1072,-118.2634,White
2015-11-18,M,1402 3101 3401 3701 3006 3801,34.1245,-118.1993,Hispanic
2015-07-12,F,3006 3028 3801 3101,33.9785,-118.2958,Black
2015-01-29,F,3101 3401 3701 3004 3801,34.0093,-118.2521,Hispanic
2015-02-15,M,3101 3401 3701 3006 3602 3801 3032,34.0039,-118.2392,Hispanic
2015-03-03,F,3101 3401 3701 3004 3602 3030 3801,34.0082,-118.2704,Black
2015-03-06,M,3101 3401 3701 3004 3036 3801,34.0243,-118.2704,Black
2015-02-28,M,3101 3401 3701 3011 3801 3602,33.9797,-118.2666,Hispanic
2015-02-23,M,3101 3401 3701 3011 3602 3034 3801,33.9786,-118.2717,Other/Unknown
2015-02-25,F,3101 3401 3701 3004 3602 3801 3025,34.0128,-118.2565,Hispanic
2015-02-20,M,3101 3401 3701 3006 3030 3602 3801,33.9942,-118.263,Hispanic
2015-02-01,M,3101 3401 3701 3006 3602 3801,33.9942,-118.2783,Hispanic
2015-09-11,M,3101 3401 3701 3011 3032 3034 3801,34.012,-118.2565,Hispanic
2015-10-23,M,3101 3401 3701 3011 3034 3602 3025 3801,34.0111,-118.28,Black
2015-06-07,M,3101 3401 3701 3006 3602 3801,33.9933,-118.2608,Hispanic
2015-04-12,F,3101 3401 3701 3006 3801 3034 3602,34.0114,-118.2624,Hispanic
2015-06-15,F,3101 3401 3701 3006 3602 3801,33.9958,-118.2586,Black
2015-05-25,M,3101 3401 3701 3004 3602 3025 3801,34.0039,-118.2565,Hispanic
2015-11-03,M,3101 3401 3701 3006 3801,33.9788,-118.2739,Black
2015-05-17,M,3101 3401 3701 3004 3602 3036 3801,34.0128,-118.2565,Black
2015-09-13,M,1402 3101 3401 3701 3006 3602 3801,34.0268,-118.2609,Hispanic
2015-08-15,F,3101 3401 3701 3004 3602 3026 3801,34.0119,-118.2728,Hispanic
2015-05-22,M,3101 3401 3701 3004 3036 3025 3801,33.9814,-118.2783,Hispanic
2015-05-09,M,3101 3401 3701 3004 3602 3036 3026 3801,34.0162,-118.2647,Black
2015-09-26,F,3101 3401 3701 3004 3036 3029 3025 3801,33.9747,-118.2695,Black
2015-04-09,F,3101 3401 3701 3006 3030 3602 3801,34.0181,-118.2586,Hispanic
2015-07-23,F,3101 3401 3701 3004 3602 3029 3025 3801 1402,34.0039,-118.2477,Hispanic
2015-04-30,M,3101 3401 3701 3004 3602 3801,33.9933,-118.2652,Hispanic
2015-09-21,M,3101 3401 3701 3004 3801,33.9965,-118.28,Hispanic
2015-06-26,M,3101 3401 3701 3004 3030 3602 3801,33.9923,-118.2696,Hispanic
2015-03-27,M,3101 3401 3701 3006 3030 3801,34.0106,-118.2777,Hispanic
2015-10-07,M,3101 3401 3701 3011 3034 3801,34.0011,-118.2783,Other/Unknown
2015-09-20,M,3101 3401 3701 3006 3801,34.0026,-118.264,Hispanic
2015-06-28,M,3101 3401 3701 3011 3801 3034 3025 1402,34.0137,-118.2522,Other/Unknown
2015-10-24,F,3101 3401 3701 3006 3036 3025 3801,33.9815,-118.2739,Hispanic
2015-06-20,M,3101 3401 3701 3004 3030 3801,33.9893,-118.2521,Hispanic
2015-10-17,M,3101 3401 3701 3011 3801 3026 3602 1402,34.0048,-118.2565,Hispanic
2015-08-16,M,3101 3401 3701 3006 3602 3801,33.9934,-118.2701,Hispanic
2015-08-09,M,3101 3401 3701 3006 3602 3801,34.0112,-118.2692,Hispanic
2015-09-13,M,3101 3401 3701 3004 3036 3602 3026 3801,34.0027,-118.2465,Hispanic
2015-09-26,M,3101 3401 3701 3004 3036 3026 3801,34.0039,-118.2477,Hispanic
2015-08-02,M,3101 3401 3701 3006 3025 3030 3801,34.0104,-118.2535,Hispanic
2015-09-26,F,3101 3401 3701 3006 3602 3801 3603,33.9923,-118.2696,Black
2015-08-03,M,3101 3401 3701 3011 3034 3602 3801,34.0226,-118.266,Other/Unknown
2015-11-04,F,3101 3401 3701 3004 3026 3801,33.9933,-118.2783,Black
2015-09-28,F,3101 3401 3701 3006 3025 3602 3801 1402,33.9843,-118.2564,Hispanic
2015-05-20,M,3101 3401 3701 3006 3030 3602 3025 3801,34.0122,-118.2432,Hispanic
2015-07-11,M,3101 3401 3701 3004 3602 3036 3026 3801,33.9948,-118.2521,Hispanic
2015-03-08,F,3101 3401 3701 3006 3801,33.9815,-118.2695,Hispanic
2015-05-31,F,1402 3101 3401 3701 3011 3024 3801,33.9907,-118.2411,Hispanic
2015-06-21,M,3101 3401 3701 3011 3801,33.9814,-118.2739,Black
2015-07-06,M,3101 3401 3701 3004 3801,33.9825,-118.2652,Hispanic
2015-05-22,F,3101 3401 3701 3006 3602 3030 3801,33.982,-118.2652,Hispanic
2015-04-11,M,3101 3401 3701 3004 3602 3036 3801,33.9824,-118.2783,Hispanic
2015-11-06,F,3101 3401 3701 3011 3801,34.0102,-118.2686,Black
2015-04-07,F,3101 3401 3701 3006 3801,33.9842,-118.2783,Hispanic
2015-08-21,M,3101 3401 3701 3004 3801 3602,34.0209,-118.2394,Other/Unknown
2015-03-25,M,3101 3401 3701 3004 3801,34.0146,-118.2609,Hispanic
2015-07-13,F,3101 3401 3701 3006 3030 3602 3034 3801,33.9956,-118.274,Hispanic
2015-06-08,M,3101 3401 3701 3004 3801,33.9971,-118.2565,Hispanic
2015-06-01,F,3101 3401 3701 3004 3801,33.9747,-118.2739,Hispanic
