Date Occurred,Victim Sex,MO Codes,Latitude,Longitude,Ethnicity
2015-05-25,M,1300 3101 3401 3701 3004 3602 3801,34.0225,-118.2702,Hispanic
2015-04-17,F,3101 3401 3701 3602 3004 3036 3026 3801,34.017,-118.2643,Hispanic
2015-04-12,M,3101 3401 3701 3003 3029 3024 3602 3801 1402,34.0048,-118.2565,Black
2015-08-09,M,3101 3401 3701 3006 3602 3801,34.0037,-118.2609,Hispanic
2015-06-27,M,3101 3401 3701 3004 3602 3801 3026 3036,33.9965,-118.274,Hispanic
2015-06-29,M,3101 3401 3701 3004 3034 3036 3025 3801,34.0039,-118.2392,Hispanic
2015-04-14,M,3101 3401 3701 3011 3036 3034 3601 3801,34.0093,-118.2784,White
2015-09-20,M,3101 3401 3701 3006 3025 3602 3801,33.982,-118.2652,Hispanic
2015-10-05,M,3101 3401 3701 3004 3036 3801,33.9747,-118.2739,Black
2015-05-17,F,3101 3401 3701 3006 3602 3801,33.9779,-118.2739,Hispanic
2015-10-11,M,3101 3401 3701 3004 3602 3801,34.0199,-118.2601,Hispanic
2015-11-07,M,3101 3401 3701 3011 3036 3801,33.9825,-118.2652,Other/Unknown
2015-05-16,M,3101 3401 3701 3006 3025 3801,33.982,-118.2564,Hispanic
2015-03-22,M,3101 3401 3701 3004 3602 3026 3801,34.0066,-118.2652,Hispanic
2015-08-02,M,3101 3401 3701 3006 3801,33.9807,-118.2652,Hispanic
2015-08-15,M,3101 3401 3701 3008 3801 3029 3027,34.0289,-118.2686,Hispanic
2015-04-25,M,3101 3401 3701 3011 3801 3602 3032,34.0202,-118.2544,Asian
2015-11-01,M,3101 3401 3701 3004 3602 3026 3801,34.0039,-118.2652,Hispanic
2015-06-20,M,3101 3401 3701 3004 3602 3036 3025 3801,33.9966,-118.2586,Hispanic
2015-12-26,F,3101 3401 3701 3016 3032 3026 3801,34.0336,-118.2433,White
2015-11-21,M,3101 3401 3701 3004 3025 3801,34.0057,-118.2652,Hispanic
2015-12-28,M,3101 3401 3701 3004 3602 3801,33.9747,-118.2695,Hispanic
2015-12-05,F,3101 3401 3701 3004 3036 3029 3026 3801,34.0038,-118.274,Black
2015-12-09,M,3101 3401 3701 3006 3026 3801,33.9797,-118.2739,Other/Unknown
2015-12-20,M,3101 3401 3701 3004 3801,33.993,-118.2411,Hispanic
2015-12-11,M,3101 3401 3701 3004 3602 3801,34.0048,-118.2521,Hispanic
2015-11-25,M,3101 3401 3701 3006 3801 3602,34.0154,-118.2604,Hispanic
2015-12-19,M,3101 3401 3701 3006 3030 3801,34.0076,-118.2653,Other/Unknown
2015-11-24,F,3101 3401 3701 3004 3030 3801,34.0151,-118.2471,Hispanic
2015-11-30,M,3101 3401 3701 3006 3030 3801,33.9921,-118.243,Hispanic
2015-12-05,M,3101 3401 3701 3006 3801,34.0039,-118.2434,Hispanic
2015-11-15,F,3101 3401 3701 3006 3026 3801,33.9833,-118.2739,Hispanic
2016-08-01,F,3101 3401 3701 3004 3036 3030 3801,34.0501,-118.2592,Hispanic
2016-04-23,F,3101 3401 3701 3006 3030 3801 3602,34.0867,-118.2892,Other/Unknown
2016-03-16,F,3101 3401 3701 3004 3036 3801,34.0488,-118.2553,Asian
2016-01-14,M,3101 3401 3701 3006 3801,34.0417,-118.2443,Black
2016-01-27,F,3101 3401 3701 3006 3801,34.0481,-118.2542,Hispanic
2016-04-19,F,3101 3401 3701 3801 3034 3004 3026,34.043,-118.2606,Hispanic
2016-05-21,M,1402 1300 3101 3401 3701 3011 3801 3034 3026,34.0364,-118.2603,White
2016-05-06,M,3101 3401 3701 3004 3026 3801,34.0485,-118.2447,White
2016-07-20,M,3101 3401 3701 3003 3025 3801,34.0423,-118.2452,Black
2016-01-13,M,3101 3401 3701 3004 3801,34.0517,-118.2474,Other/Unknown
2016-03-11,M,3101 3401 3701 3004 3801,34.046,-118.2509,Other/Unknown
2016-01-21,F,3101 3401 3701 3006 3801,34.0472,-118.2361,Other/Unknown
2016-03-20,M,1300 3101 3401 3701 3006 3032 3030 3801,34.0514,-118.2451,White
2016-04-25,M,3101 3401 3701 3011 3801 3602,34.0399,-118.2383,White
2016-06-16,M,3101 3401 3701 3004 3801 3602,34.0335,-118.2641,Asian
2016-06-03,M,3101 3401 3701 3004 3036 3801 3025,34.059,-118.2474,Hispanic
2016-06-04,M,3101 3401 3701 3006 3801,34.0673,-118.2489,White
2016-08-07,M,3101 3401 3701 3006 3801,34.045,-118.264,White
2016-01-16,M,3101 3401 3701 3011 3034 3801 3025,34.0527,-118.2314,Black
2016-03-25,M,3101 3401 3701 3006 3030 3602 3801,34.057,-118.2437,Other/Unknown
2016-07-21,M,1501 3101 3401 3701 3006 3801,34.0673,-118.2354,Other/Unknown
2016-05-05,M,3101 3401 3701 3004 3036 3025 3801,34.0495,-118.2494,Hispanic
2016-03-31,F,3101 3401 3701 3004 3026 3029 3801,34.0368,-118.2412,Asian
2016-04-24,M,3101 3401 3701 3006 3801,34.0485,-118.2447,White
2016-02-24,M,3101 3401 3701 3011 3801,34.0627,-118.2463,Hispanic
2016-03-21,M,3101 3401 3701 3004 3026 3034 3801,34.0373,-118.2503,Other/Unknown
2016-06-04,M,3101 3401 3701 3011 3801 3036,34.0673,-118.2489,Other/Unknown
2016-04-19,M,3101 3401 3701 3004 3030 3801,34.0519,-118.2531,Hispanic
2016-03-20,M,1300 3102 3401 3701 3006 3032 3801,34.0514,-118.2451,White
2016-01-16,M,3101 3401 3701 3004 3801,34.0437,-118.2455,Black
2016-01-31,F,3101 3401 3701 3011 3034 3025 3801,34.0563,-118.2374,Hispanic
2016-03-31,F,3101 3401 3701 3004 3026 3801 3029,34.0429,-118.2397,Asian
2016-06-16,M,3101 3401 3701 3006 3801,34.06,-118.2486,Hispanic
2016-07-09,M,3101 3401 3701 3011 3034 3801,34.0364,-118.2707,Hispanic
2016-12-23,M,3101 3401 3701 3006 3602 3801 3032,34.0467,-118.2427,Hispanic
2016-03-25,M,0605 3101 3401 3701 3004 3602 3801,34.0492,-118.2742,Hispanic
2016-01-16,M,0605 3801 3101 3401 3701 3003 3036 3026,34.0779,-118.2617,Hispanic
2016-01-03,M,3101 3401 3701 3006 3034 3602 3801,34.0729,-118.2664,White
2016-12-23,M,3101 3401 3701 3004 3034 3036 3801,34.033,-118.2615,White
2016-03-13,M,3101 3401 3701 3006 3801,34.0909,-118.2846,Hispanic
2016-01-24,F,3101 3401 3701 3006 3801 3602,34.0624,-118.2813,Hispanic
2016-01-03,M,3101 3401 3701 3006 3602 3801,34.0729,-118.2664,White
2016-02-02,F,3101 3401 3701 3006 3030 3801,34.0872,-118.2812,White
2016-01-22,F,0605 1300 3101 3401 3701 3004 3036 3026 3801,34.0804,-118.2917,Asian
2016-02-21,M,3101 3401 3701 3006 3025 3801 0605 1300,34.0544,-118.2723,Hispanic
2016-01-09,M,3101 3401 3701 3004 3030 3801,34.0609,-118.2824,Hispanic
2016-02-11,M,3101 3401 3701 3004 3026 3801,34.0456,-118.2789,Hispanic
2016-01-17,M,3101 3401 3701 3011 3801 3034 3025,34.0644,-118.26,White
2016-02-06,M,3101 3401 3701 3003 3602 3034 3801 3025,34.0477,-118.2794,Hispanic
2016-01-03,M,3101 3401 3701 3006 3602 3801,34.0729,-118.2664,Hispanic
2016-01-10,F,3101 3401 3701 3004 3030 3801,34.0875,-118.2758,White
2016-01-31,M,3101 3401 3701 3006 3030 3801,34.0503,-118.2808,Hispanic
2016-12-25,M,3101 3401 3701 3011 3034 3801,34.06,-118.2486,Other/Unknown
2016-01-16,M,3101 3401 3701 3004 3801 3602 3026,34.0385,-118.2811,Hispanic
2016-01-01,M,3101 3401 3701 3004 3026 3036 3801,34.0565,-118.2566,Asian
2016-02-14,F,3101 3401 3701 3004 3801,34.0726,-118.2749,Other/Unknown
2016-12-18,M,3101 3401 3701 3002 3004 3034 3030 3036 3801,34.0523,-118.2572,Hispanic
2016-05-01,M,3101 3401 3701 3006 3602 3801 3025,34.047,-118.2755,Hispanic
2016-02-06,M,3101 3401 3701 3011 3030 3034 3801,34.0472,-118.2782,Hispanic
2016-12-11,F,3101 3401 3701 3026 3036 3801,34.059,-118.2474,Hispanic
2016-02-28,M,3101 3401 3701 3006 3801,34.0678,-118.2728,Asian
2016-02-20,M,3101 3401 3701 3004 3036 3801,34.0834,-118.2738,Hispanic
2016-03-03,M,3101 3401 3701 3011 3801,34.0657,-118.2825,Hispanic
2016-08-19,M,3101 3401 3701 3004 3036 3801,34.0407,-118.268,Hispanic
2016-03-30,M,3101 3401 3701 3006 3801 1402,34.0665,-118.2828,Hispanic
2016-02-28,M,3101 3401 3701 3004 3801,34.0795,-118.269,Other/Unknown
2016-12-23,M,3101 3401 3701 3011 3602 3801 3032,34.0467,-118.2427,Other/Unknown
2016-01-10,M,0605 1300 3101 3401 3701 3006 3026 3801,34.0514,-118.2743,Hispanic
2016-11-20,M,0605 3101 3401 3701 4004 3801 3004 3030 3036 0101,34.0444,-118.2593,Other/Unknown
2016-01-10,F,3101 3401 3701 3004 3026 3602 3801 3036,34.0544,-118.2767,Hispanic
2016-05-28,M,3101 3401 3701 3004 3801,34.0524,-118.2678,Other/Unknown
2016-12-24,F,3101 3401 3701 3011 3034 3801,34.0496,-118.265,White
2016-07-01,M,3101 3401 3701 3006 3602 3801,34.0585,-118.2736,Hispanic
2016-08-06,M,3101 3401 3701 3004 3801,34.0473,-118.2827,Hispanic
2016-12-18,F,3101 3401 3701 3006 3030 3801,34.0818,-118.2892,Hispanic
2016-12-25,M,3101 3401 3701 3006 3602 3801,34.0508,-118.2819,Other/Unknown
2016-05-21,M,3101 3401 3701 3006 3801 3025,34.063,-118.2679,Hispanic
2016-11-23,F,3101 3401 3701 3006 3801,34.0467,-118.2814,Hispanic
2016-05-30,M,3101 3401 3701 3004 3602 3026 3801,34.0559,-118.28,Hispanic
2016-09-17,M,1501 0605 3101 3401 3701 4002 3006 3030 3801,34.0423,-118.2804,Hispanic
2016-06-05,M,3101 3401 3701 3004 3801,34.055,-118.2735,Other/Unknown
2016-07-24,M,3101 3401 3701 3004 3602 3036 3025 3801,34.0541,-118.2804,Hispanic
2016-07-29,M,3101 3401 3701 3006 3801,34.0867,-118.2845,Hispanic
2016-07-30,M,0605 3101 3401 3701 3006 3801,34.0535,-118.2609,White
2016-05-18,F,3101 3401 3701 3006 3034 3024 3801,34.0518,-118.2842,Other/Unknown
2016-06-11,M,3101 3401 3701 3011 3602 3024 3801,34.0591,-118.2542,Hispanic
2016-06-24,M,0605 3101 3401 3701 3004 3030 3801,34.055,-118.2735,Hispanic
2016-08-12,M,3101 3401 3701 3006 3030 3801 0605,34.0538,-118.2616,Other/Unknown
2016-05-27,M,3101 3401 3701 3004 3026 3036 3801,34.0677,-118.2731,Hispanic
2016-12-15,F,3101 3401 3701 3006 3026 3032 3801,34.0531,-118.2738,Hispanic
2016-08-02,M,3101 3401 3701 3004 3801,34.0657,-118.2825,Other/Unknown
2016-07-24,M,1402 0605 3101 3401 3701 3004 3025 3036 3801,34.0686,-118.2844,Hispanic
2016-06-02,M,3101 3401 3701 3004 3032 3801,34.0524,-118.2633,Black
2016-12-24,M,3101 3401 3701 3006 3602 3801,34.0565,-118.2724,Hispanic
2016-05-22,M,3101 3401 3701 3026 3029 3036 3801,34.0564,-118.2725,Black
2016-06-05,M,3101 3401 3701 3004 3034 3029 3025 3801,34.0613,-118.2689,Hispanic
2016-07-25,M,3101 3401 3701 3004 3036 3602 3801,34.0693,-118.2687,Black
2016-08-07,M,3101 3401 3701 3004 3025 3602 3801,34.0598,-118.2842,Hispanic
2016-05-07,M,3101 3401 3701 3011 3801,34.0775,-118.2653,White
2016-06-16,M,3101 3401 3701 3006 3602 3801,34.0569,-118.2689,Hispanic
2016-10-16,F,0605 3101 3401 3701 3801 4024 3004 3025 3036 0101,34.075,-118.1802,Other/Unknown
2016-01-08,M,3101 3401 3701 3011 3034 3801,34.0363,-118.1931,Hispanic
2016-01-06,F,0605 3101 3401 3701 3004 3801,34.069,-118.1952,Hispanic
2016-01-01,F,3101 3401 3701 3006 3801 3026 0605 1402,34.0483,-118.1974,White
2016-01-04,M,3101 3401 3701 3006 3030 3801,34.0389,-118.2034,Hispanic
2016-01-11,M,3101 3401 3701 3006 3801,34.0619,-118.1929,Hispanic
2016-01-18,M,0605 1402 3101 3401 3701 3006 3034 3801,34.0705,-118.1761,White
2016-01-18,F,3101 3401 3701 3004 3801,34.0365,-118.2257,Hispanic
2016-01-09,F,3101 3401 3701 3004 3026 3602 3801,34.0498,-118.2146,Hispanic
2016-07-14,M,1402 0605 3101 3401 3701 3006 3025 3029 3801,34.0453,-118.2088,White
2016-01-01,M,3101 3401 3701 3011 3034 3602 3801 3025,34.0778,-118.1783,Hispanic
2016-06-10,M,3101 3401 3701 3004 3036 3025 3801,34.0798,-118.2184,White
2016-02-18,M,3101 3401 3701 3004 3030 3801 1309 1402,34.0387,-118.2079,Hispanic
2016-04-27,F,3101 3401 3701 3004 3801 3036 3026,34.0369,-118.2034,Hispanic
2016-08-14,M,3101 3401 3701 3006 3801,34.0167,-118.2092,Hispanic
2016-02-06,F,3101 3401 3701 3004 3029 3026 3801,34.0436,-118.2004,White
2016-05-09,M,3101 3401 3701 3011 3025 3801,34.0527,-118.2183,White
2016-05-13,F,1501 3101 3401 3701 3006 3801,34.0512,-118.2176,Hispanic
2016-07-30,M,3101 3401 3701 3006 3030 3801,34.0433,-118.2021,Hispanic
2016-02-18,F,3101 3401 3701 3004 3030 3801,34.0372,-118.195,Hispanic
2016-05-15,M,3101 3401 3701 3004 3036 3801 3026,34.0737,-118.2223,Asian
2016-02-13,F,3101 3401 3701 3004 3801,34.0887,-118.1785,Hispanic
2016-03-21,M,3101 3401 3701 3004 3030 3801,34.052,-118.2144,Black
2016-05-21,M,3101 3401 3701 3006 3030 3801 3602,34.0515,-118.2072,Hispanic
2016-07-08,F,3101 3401 3701 3004 3602 3029 3026 3801 3034,34.0784,-118.1937,Asian
2016-06-10,M,3101 3401 3701 3006 3030 3801,34.0813,-118.2165,Hispanic
2016-07-31,M,3101 3401 3701 3006 3801,34.0765,-118.2144,Hispanic
2016-06-11,M,3101 3401 3701 3006 3030 3801,34.0225,-118.2156,Hispanic
2016-09-15,M,0605 3101 3401 3701 4024 3004 3026 3006 3801 3036,34.0747,-118.1711,Hispanic
2016-03-24,M,3101 3401 3701 3004 3801 3026,34.0173,-118.22,Hispanic
2016-08-13,M,3101 3401 3701 3004 3801,34.0899,-118.1695,Hispanic
2016-08-20,F,3101 3401 3701 3011 3801,34.0715,-118.1697,Hispanic
2016-03-05,M,3101 3401 3701 3006 3030 3020 3801,34.0421,-118.2108,Hispanic
2016-07-29,M,3101 3401 3701 3004 3602 3801,34.0268,-118.2075,Hispanic
2016-08-31,M,0605 3101 3401 3701 4024 3602 3006 3801,34.0235,-118.2152,Hispanic
2016-07-25,M,3101 3401 3701 3011 3030 3029 3801,34.0525,-118.2205,Hispanic
2016-08-14,F,3101 3401 3701 3004 3026 3801,34.0267,-118.1985,Hispanic
2016-08-14,F,3101 3401 3701 3004 3026 3036 3602 3801,34.0628,-118.2112,Hispanic
2016-07-10,M,3101 3401 3701 3004 3801 3026,34.048,-118.2029,Hispanic
2016-06-11,M,3101 3401 3701 3011 3030 3034 3801,34.0234,-118.2177,Other/Unknown
2016-02-15,F,3101 3401 3701 3004 3032 3801,34.0466,-118.2174,Hispanic
2016-05-03,M,3101 3401 3701 3004 3036 3801,34.066,-118.2062,Asian
2016-03-24,M,3101 3401 3701 3004 3026 3801,34.0403,-118.193,Hispanic
2016-06-16,M,0605 3101 3401 3701 3006 3801,34.0839,-118.1684,Hispanic
2016-05-15,M,3101 3401 3701 3004 3801 3602 3025,34.0728,-118.1804,Hispanic
2016-06-29,M,0605 3101 3401 3701 3004 3801,34.0328,-118.1993,Hispanic
2015-07-29,M,3101 3401 3701 3006 3602 3801,34.0256,-118.2049,Hispanic
2016-03-13,M,3101 3401 3701 3006 3602 3801,34.0273,-118.2013,Hispanic
2016-06-02,F,3101 3401 3701 3011 3034 3801,34.0778,-118.194,Hispanic
2016-06-12,M,3101 3401 3701 3025 3006 3801,34.0739,-118.1632,Black
2016-09-10,F,0605 3101 3401 3701 4024 3602 3801 3004 3025 3029,34.0765,-118.2144,Hispanic
2016-05-13,M,3101 3401 3701 3006 3801,34.0246,-118.1998,Hispanic
2016-06-26,M,3101 3401 3701 3006 3027 3801,34.0427,-118.2237,Hispanic
2016-08-09,F,3101 3401 3701 3004 3025 3801,34.0632,-118.1821,White
2016-07-21,M,3101 3401 3701 3011 3801,34.0583,-118.1978,Hispanic
2016-07-03,M,3101 3401 3701 3004 3801,34.0245,-118.2143,Hispanic
2016-08-30,F,0605 3101 3401 3701 4024 3003 3501 3801 3027,34.0606,-118.2144,Black
2016-03-20,M,3101 3401 3701 3006 3030 3801,34.0525,-118.2205,Hispanic
2016-03-18,M,3101 3401 3701 3004 3026 3801,34.0453,-118.2197,Hispanic
2016-03-05,F,3101 3401 3701 3006 3801,34.082,-118.1867,Hispanic
2016-04-03,M,3101 3401 3701 3006 3602 3801,34.0765,-118.2131,Asian
2016-06-01,M,3101 3401 3701 3006 3801,34.0431,-118.2185,Hispanic
2016-06-14,F,0605 3101 3401 3701 3004 3801,34.0472,-118.2198,Hispanic
2016-08-02,F,3101 3401 3701 3004 3032 3801 0605,34.0421,-118.206,Hispanic
2016-07-29,M,3101 3401 3701 3006 3034 3801,34.0475,-118.2168,White
2016-05-15,M,3101 3401 3701 3004 3801 3026,34.0578,-118.211,Hispanic
2016-07-08,M,3101 3401 3701 3004 3030 3801,34.0739,-118.1965,Hispanic
2016-10-24,M,0605 3101 3401 3701 4024 3024 3801 3011 3036 3003,34.089,-118.2009,White
2016-04-20,M,3101 3401 3701 3006 3801,34.0692,-118.2013,Hispanic
2016-03-26,M,3101 3401 3701 3004 3801 3029 3026 3602,34.0926,-118.2051,Hispanic
2016-12-23,M,3101 3401 3701 3004 3026 3602 3801 0605,34.0423,-118.2155,Hispanic
2016-12-14,F,0605 1814 2002 1402 3101 3401 3701 3011 3025 3801,34.0149,-118.2105,Hispanic
2016-12-26,M,3101 3401 3701 3004 3025 3036 3602 3801 0605 1402,34.0872,-118.176,Hispanic
2017-12-10,F,3101 3401 3701 3006 3801,34.0902,-118.1796,Hispanic
2016-03-07,M,3101 3401 3701 3006 3801,34.1084,-118.28,Other/Unknown
2016-01-17,M,3101 3401 3701 3004 3030 3801,34.0839,-118.2224,Hispanic
2016-01-17,F,3101 3401 3701 3004 3602 3029 3024 3801,34.0921,-118.2111,White
2016-02-20,F,3101 3401 3701 3006 3025 3801,34.1055,-118.2805,Other/Unknown
2016-05-01,F,3101 3401 3701 3006 3801,34.0936,-118.2767,Other/Unknown
2016-09-25,M,0605 3101 3401 4011 3006 3801,34.1181,-118.2412,Hispanic
2016-03-19,M,3101 3401 3701 3011 3801,34.0917,-118.2741,Asian
2016-01-02,F,3101 3401 3701 3004 3602 3030 3801 3025,34.1149,-118.2458,Hispanic
2016-02-19,M,3101 3401 3701 3006 3801,34.0818,-118.2534,Other/Unknown
2016-01-01,F,3101 3401 3701 3006 3801 3029,34.1281,-118.2006,Asian
2016-04-21,F,3101 3401 3701 3801 3006,34.0957,-118.2523,Other/Unknown
2016-03-03,M,3101 3401 3701 3004 3801,34.1092,-118.2714,White
2016-03-08,M,3101 3401 3701 3011 3034 3801,34.0917,-118.2741,Hispanic
2016-01-02,F,3101 3401 3701 3004 3030 3025 3602 3801,34.1149,-118.2458,Hispanic
2016-01-31,M,3006 3101 3401 3701 3004 3030 3801,34.1152,-118.1952,Hispanic
2016-02-20,M,3101 3401 3701 3011 3030 3801,34.133,-118.202,White
2016-02-27,M,3101 3401 3701 3011 3801,34.1294,-118.2326,White
2016-01-26,M,3101 3401 3701 3011 3034 3801,34.0825,-118.2333,Other/Unknown
2015-01-25,M,1501 3101 3401 3701 3006 3801,34.1125,-118.2041,Other/Unknown
2016-05-02,M,3101 3401 3701 3006 3801,34.0909,-118.2974,Other/Unknown
2016-02-11,F,3101 3401 3701 3004 3801,34.1392,-118.2116,White
2016-02-28,M,3101 3401 3701 3004 3036 3025 3801,34.1003,-118.261,Hispanic
2016-02-20,M,3101 3401 3701 3006 3030 3801,34.133,-118.202,White
2016-02-15,M,3101 3401 3701 3004 3025 3801,34.1036,-118.2371,Hispanic
2016-03-12,M,3101 3401 3701 3011 3025 3034 3801,34.0985,-118.2483,White
2016-03-17,F,3101 3401 3701 3004 3801,34.0947,-118.2828,Other/Unknown
2016-06-01,M,3101 3401 3701 3011 3801,34.1018,-118.2933,White
2016-04-12,F,3101 3401 3701 3004 3801 3026,34.0799,-118.2554,Hispanic
2016-02-13,M,3101 3401 3701 3006 3034 3025 3801,34.0998,-118.2502,Other/Unknown
2016-12-06,F,3101 3401 3701 3004 3801,34.1394,-118.2033,White
2016-08-10,M,1402 3101 3401 3701 3011 3602 3801,34.0839,-118.2224,White
2016-06-13,M,3101 3401 3701 3011 3034 3801,34.0951,-118.2311,Hispanic
2016-06-18,M,2002 3006 3101 3401 3701 3801,34.1047,-118.238,Hispanic
2016-05-09,M,3101 3401 3701 3006 3801,34.1048,-118.2622,Other/Unknown
2016-06-05,M,3101 3401 3701 3004 3602 3801,34.1118,-118.2073,Hispanic
2016-07-10,M,3101 3401 3701 3006 3036 3034 3025 3801 1402 0907,34.0945,-118.259,White
2016-05-12,M,3101 3401 3701 3004 3602 3036 3029 3026 3801,34.1202,-118.1837,Hispanic
2016-05-22,M,3101 3401 3701 3004 3026 3801 3029,34.1123,-118.2673,Hispanic
2016-08-06,M,3101 3401 3701 3006 3602 3801,34.1052,-118.2376,Hispanic
2016-08-27,F,3101 3401 3701 3006 3801,34.1198,-118.2209,Asian
2016-06-11,M,3101 3401 3701 3011 3032 3801 3026,34.1392,-118.1981,Hispanic
2016-05-06,M,3101 3401 3701 3011 3034 3801,34.1413,-118.209,Other/Unknown
2016-05-29,M,3101 3401 3701 3006 3025 3801 1402,34.1225,-118.2121,Hispanic
2016-11-18,M,3101 3401 3701 3006 3032 3801,34.0779,-118.2617,White
2016-07-15,F,3101 3401 3701 3006 3801,34.0955,-118.2947,Other/Unknown
2016-07-10,M,3101 3401 3701 3011 3030 3036 3801,34.0924,-118.2804,Other/Unknown
2016-07-16,F,3101 3401 3701 3004 3801 3026,34.0889,-118.2594,White
2016-12-06,M,3101 3401 3701 3011 3032 3030 3801,34.1394,-118.2047,White
2016-07-26,M,3101 3401 3701 3011 3036 3801,34.0984,-118.2874,Other/Unknown
2016-07-10,M,3101 3401 3701 3006 3030 3801,34.0929,-118.2801,Other/Unknown
2016-08-17,M,0605 3101 3401 3701 3801 4024 3011 3034,34.103,-118.2169,Other/Unknown
2016-06-12,M,3101 3401 3701 3006 3027 3801,34.1194,-118.2504,Other/Unknown
2016-12-06,M,3101 3401 3701 3011 3030 3801,34.1382,-118.1874,White
2016-06-20,M,3101 3401 3701 3004 3029 3801,34.1496,-118.2738,Hispanic
2016-07-26,M,3101 3401 3701 3004 3026 3801,34.0875,-118.2259,Other/Unknown
2016-09-23,M,0605 3101 3401 3701 4011 3801 3006,34.0982,-118.2797,Other/Unknown
2016-10-23,M,0605 3101 3401 3701 4001 3006 3801 3036 0101,34.0929,-118.2077,Hispanic
2016-07-05,M,3101 3401 3701 3006 3801,34.1199,-118.2588,Hispanic
2016-08-19,M,0605 3101 3401 3701 4024 3004 3026 3801,34.1077,-118.294,Hispanic
2016-05-19,M,3101 3401 3701 3004 3801,34.1375,-118.1904,Hispanic
2016-06-12,F,3101 3401 3701 3006 3801 3032,34.1056,-118.2008,Hispanic
2016-05-12,M,3101 3401 3701 3011 3602 3030 3801,34.1221,-118.1818,White
2016-07-04,M,3101 3401 3701 3006 3801 3026,34.0958,-118.2862,White
2016-05-21,M,3101 3401 3701 3006 3801,34.1105,-118.1971,Other/Unknown
2016-08-06,M,3101 3401 3701 3011 3801,34.1339,-118.2335,Other/Unknown
2016-12-20,M,3101 3401 3701 3004 3026 3801,34.1189,-118.1741,Hispanic
2016-12-25,M,3101 3401 3701 3004 3025 3801,34.1072,-118.2037,Hispanic
2016-12-21,M,3101 3401 3701 3011 3034 3602 3801,34.0929,-118.2098,Hispanic
2016-12-10,F,3101 3401 3701 3004 3026 3029 3801,34.1405,-118.22,Asian
2016-12-10,F,3101 3401 3701 3008 3025 3036 3801,34.0901,-118.2126,Hispanic
2016-12-14,M,3101 3401 3701 3006 3025 3801,34.0827,-118.2517,White
2016-12-21,M,3101 3401 3701 3006 3030 3801,34.0929,-118.2098,Hispanic
2016-12-22,F,3101 3401 3701 3006 3032 3801,34.1018,-118.2962,Asian
2016-12-10,M,3101 3401 3701 3006 3801,34.114,-118.1949,Other/Unknown
2016-02-23,M,3101 3401 3701 3006 3801 3025,33.9933,-118.2783,Other/Unknown
2016-02-07,M,3101 3401 3701 3004 3030 3801,34.0039,-118.2441,Hispanic
2016-04-30,M,3101 3401 3701 3004 3602 3029 3026 3801,34.0252,-118.2644,Hispanic
2016-03-19,M,3101 3401 3701 3004 3036 3801,33.993,-118.2521,Hispanic
2016-01-31,M,3101 3401 3701 3006 3602 3801,34.0101,-118.261,Hispanic
2016-05-28,F,3101 3401 3701 3004 3026 3801,33.9893,-118.2652,Black
2016-01-01,M,3101 3401 3701 3006 3034 3024 3801,33.9788,-118.2652,Hispanic
2016-03-02,M,3101 3401 3701 3004 3801,33.9825,-118.2695,Hispanic
2016-04-04,M,1402 3101 3401 3701 3004 3602 3801 3026,33.9824,-118.2739,Hispanic
2016-05-20,M,3101 3401 3701 3006 3030 3801,34.0294,-118.2671,Hispanic
2016-02-11,M,1402 3101 3401 3701 3004 3602 3026 3801,33.9988,-118.2652,Hispanic
2016-04-12,M,3101 3401 3701 3004 3030 3801,33.993,-118.2383,Hispanic
2016-05-21,F,3101 3401 3701 3006 3801,33.9953,-118.2718,Black
2016-01-03,F,3101 3401 3701 3011 3034 3801 3026 3602,33.9925,-118.2652,Hispanic
2016-03-24,M,3101 3401 3701 3004 3602 3801 1402,34.0241,-118.232,Black
2016-04-17,M,3101 3401 3701 3004 3801 3026 3036,34.0007,-118.2652,Hispanic
2016-04-08,M,3101 3401 3701 3004 3801,34.0312,-118.2478,Hispanic
2016-05-16,F,3101 3401 3701 3004 3034 3801 3026 1402,33.9747,-118.2783,Hispanic
2016-02-27,M,3101 3401 3701 3006 3030 3602 3801 3026,34.0113,-118.2462,Hispanic
2016-05-18,M,3101 3401 3701 3016 3801,34.0273,-118.2671,Hispanic
2016-04-03,M,3101 3401 3701 3006 3801,33.9797,-118.2739,Black
2016-03-01,M,3101 3401 3701 3006 3030 3801,33.982,-118.2652,Hispanic
2016-03-27,F,3101 3401 3701 3006 3030 3801 3602,34.0207,-118.2619,Hispanic
2016-04-02,F,3101 3401 3701 3006 3801,34.0074,-118.274,Hispanic
2016-04-30,F,3101 3401 3701 3003 3036 3025 3801,33.9924,-118.2783,Hispanic
2016-01-01,F,0605 3101 3401 3701 3011 3034 3801,33.9747,-118.2739,Hispanic
2016-01-04,F,3101 3401 3701 3006 3025 3801,34.0021,-118.2521,Black
2016-02-29,M,3101 3401 3701 3011 3801 3602,34.0137,-118.2541,Hispanic
2016-02-05,F,3101 3401 3701 3004 3801 3026,33.9958,-118.2783,Black
2016-03-27,M,3101 3401 3701 3004 3602 3801 3026 3036,33.9825,-118.2652,Hispanic
2016-01-11,M,3101 3401 3701 3011 3026 3034 3801,33.993,-118.2383,Hispanic
2016-03-11,M,3101 3401 3701 3006 3801,34.0184,-118.2303,Hispanic
2016-02-22,F,3101 3401 3701 3004 3036 3025 3801,33.9843,-118.2739,Hispanic
